날짜,종가,오픈,고가,저가,거래량,변동 %
2018년 08월 29일,"18,250 ","17,850 ","18,350 ","17,700 ","33,116,000 ",3.11%
2018년 08월 28일,"17,700 ","17,550 ","17,950 ","17,200 ","43,483,000 ",2.31%
2018년 08월 27일,"17,300 ","17,250 ","17,500 ","16,900 ","31,065,000 ",0.29%
2018년 08월 24일,"17,250 ","17,500 ","17,500 ","16,800 ","44,843,000 ",0.00%
2018년 08월 23일,"17,250 ","17,050 ","17,600 ","16,850 ","32,389,000 ",0.88%
2018년 08월 22일,"17,100 ","16,950 ","17,600 ","16,500 ","71,105,000 ",0.88%
2018년 08월 21일,"16,950 ","16,500 ","17,200 ","16,300 ","43,260,000 ",4.63%
2018년 08월 20일,"16,200 ","16,600 ","16,650 ","16,050 ","26,944,000 ",-0.31%
2018년 08월 17일,"16,250 ","16,550 ","16,650 ","16,200 ","27,221,000 ",-2.11%
2018년 08월 16일,"16,600 ","15,850 ","16,750 ","15,850 ","54,465,000 ",2.47%
2018년 08월 14일,"16,200 ","16,250 ","16,700 ","16,000 ","67,869,000 ",4.18%
2018년 08월 13일,"15,550 ","15,700 ","15,850 ","15,350 ","33,451,000 ",-1.58%
2018년 08월 10일,"15,800 ","16,050 ","16,200 ","15,550 ","45,438,000 ",-1.56%
2018년 08월 09일,"16,050 ","16,850 ","16,950 ","16,050 ","56,398,000 ",-5.31%
2018년 08월 08일,"16,950 ","16,150 ","17,300 ","16,150 ","73,149,000 ",5.28%
2018년 08월 07일,"16,100 ","16,550 ","16,550 ","15,850 ","62,551,000 ",-2.13%
2018년 08월 06일,"16,450 ","17,050 ","17,050 ","16,300 ","37,548,000 ",-3.24%
2018년 08월 03일,"17,000 ","17,100 ","17,200 ","16,750 ","23,607,000 ",0.00%
2018년 08월 02일,"17,000 ","17,150 ","17,450 ","16,850 ","19,527,000 ",-1.45%
2018년 08월 01일,"17,250 ","16,900 ","17,450 ","16,850 ","30,957,000 ",2.68%
2018년 07월 31일,"16,800 ","16,650 ","16,950 ","16,500 ","23,961,000 ",0.30%
2018년 07월 30일,"16,750 ","17,450 ","17,550 ","16,600 ","42,717,000 ",-4.56%
2018년 07월 27일,"17,550 ","16,600 ","17,550 ","16,550 ","53,072,000 ",6.36%
2018년 07월 26일,"16,500 ","17,500 ","17,550 ","16,300 ","77,996,000 ",-4.90%
2018년 07월 25일,"17,350 ","17,300 ","17,700 ","17,150 ","25,440,000 ",-0.29%
2018년 07월 24일,"17,400 ","16,900 ","17,500 ","16,850 ","36,725,000 ",2.05%
2018년 07월 23일,"17,050 ","18,450 ","18,450 ","16,900 ","62,050,000 ",-6.32%
2018년 07월 20일,"18,200 ","18,200 ","18,850 ","18,100 ","34,344,000 ",-0.27%
2018년 07월 19일,"18,250 ","18,500 ","18,700 ","18,200 ","28,615,000 ",-1.88%
2018년 07월 18일,"18,600 ","18,850 ","19,100 ","18,500 ","25,524,000 ",-1.33%
2018년 07월 17일,"18,850 ","18,700 ","18,850 ","18,400 ","20,719,000 ",0.80%
2018년 07월 16일,"18,700 ","18,900 ","18,900 ","18,350 ","29,307,000 ",-0.80%
2018년 07월 13일,"18,850 ","18,500 ","19,700 ","18,450 ","73,851,000 ",2.72%
2018년 07월 12일,"18,350 ","18,200 ","18,450 ","17,900 ","35,775,000 ",0.55%
2018년 07월 11일,"18,250 ","18,350 ","18,600 ","17,850 ","51,761,000 ",-1.08%
2018년 07월 10일,"18,450 ","19,150 ","19,200 ","18,400 ","31,788,000 ",-2.38%
2018년 07월 09일,"18,900 ","18,500 ","19,350 ","18,450 ","39,871,000 ",1.89%
2018년 07월 06일,"18,550 ","18,900 ","19,100 ","18,300 ","45,850,000 ",-0.54%
2018년 07월 05일,"18,650 ","18,450 ","19,300 ","18,400 ","46,003,000 ",0.27%
2018년 07월 04일,"18,600 ","18,900 ","19,200 ","18,450 ","39,131,000 ",-2.36%
2018년 07월 03일,"19,050 ","19,050 ","19,350 ","18,300 ","53,858,000 ",0.79%
2018년 07월 02일,"18,900 ","19,800 ","19,800 ","18,800 ","50,037,000 ",-3.57%
2018년 06월 29일,"19,600 ","19,400 ","19,900 ","18,700 ","51,760,000 ",1.55%
2018년 06월 28일,"19,300 ","20,200 ","20,200 ","18,950 ","73,045,000 ",-5.16%
2018년 06월 27일,"20,350 ","19,500 ","20,700 ","19,450 ","78,553,000 ",2.78%
2018년 06월 26일,"19,800 ","19,500 ","19,900 ","18,850 ","67,524,000 ",0.76%
2018년 06월 25일,"19,650 ","20,650 ","20,700 ","19,200 ","1,080,000 ",-5.07%
2018년 06월 22일,"20,700 ","19,200 ","20,800 ","18,950 ","92,556,000 ",7.25%
2018년 06월 21일,"19,300 ","19,100 ","19,800 ","19,050 ","46,046,000 ",-0.26%
2018년 06월 20일,"19,350 ","19,050 ","19,450 ","18,800 ","59,597,000 ",1.57%
2018년 06월 19일,"19,050 ","19,550 ","19,550 ","18,450 ","77,757,000 ",-2.06%
2018년 06월 18일,"19,450 ","19,300 ","20,000 ","18,850 ","1,020,000 ",0.52%
2018년 06월 15일,"19,350 ","19,400 ","19,700 ","19,000 ","62,444,000 ",-0.26%
2018년 06월 14일,"19,400 ","18,850 ","19,550 ","18,650 ","88,053,000 ",3.19%
2018년 06월 12일,"18,800 ","19,000 ","19,250 ","18,450 ","55,673,000 ",-1.31%
2018년 06월 11일,"19,050 ","18,900 ","19,250 ","18,650 ","54,933,000 ",0.79%
2018년 06월 08일,"18,900 ","18,450 ","19,450 ","18,400 ","1,240,000 ",2.44%
2018년 06월 07일,"18,450 ","18,600 ","19,000 ","18,300 ","66,202,000 ",-0.54%
2018년 06월 05일,"18,550 ","17,250 ","18,750 ","17,250 ","2,220,000 ",8.16%
2018년 06월 04일,"17,150 ","17,650 ","18,000 ","17,100 ","67,586,000 ",-2.28%
2018년 06월 01일,"17,550 ","16,950 ","17,700 ","16,850 ","1,020,000 ",3.24%
2018년 05월 31일,"17,000 ","16,700 ","17,500 ","16,500 ","1,360,000 ",1.80%
2018년 05월 30일,"16,700 ","16,000 ","16,750 ","15,600 ","1,280,000 ",5.03%
2018년 05월 29일,"15,900 ","15,650 ","16,050 ","15,600 ","56,319,000 ",1.92%
2018년 05월 28일,"15,600 ","15,450 ","15,600 ","15,150 ","27,202,000 ",2.30%
2018년 05월 25일,"15,250 ","15,100 ","15,600 ","15,100 ","34,248,000 ",0.66%
2018년 05월 24일,"15,150 ","15,600 ","15,750 ","15,150 ","34,410,000 ",-1.62%
2018년 05월 23일,"15,400 ","15,150 ","15,750 ","15,150 ","62,436,000 ",1.65%
2018년 05월 21일,"15,150 ","15,100 ","15,200 ","14,950 ","24,551,000 ",0.33%
2018년 05월 18일,"15,100 ","14,900 ","15,150 ","14,800 ","18,561,000 ",0.67%
2018년 05월 17일,"15,000 ","15,250 ","15,550 ","14,900 ","24,063,000 ",-1.64%
2018년 05월 16일,"15,250 ","15,250 ","15,600 ","14,800 ","47,645,000 ",-0.97%
2018년 05월 15일,"15,400 ","14,800 ","15,500 ","14,750 ","69,029,000 ",3.36%
2018년 05월 14일,"14,900 ","14,850 ","15,050 ","14,450 ","47,278,000 ",2.05%
2018년 05월 11일,"14,600 ","14,400 ","14,750 ","14,250 ","28,050,000 ",1.04%
2018년 05월 10일,"14,450 ","14,300 ","14,500 ","14,200 ","28,057,000 ",1.05%
2018년 05월 09일,"14,300 ","13,600 ","14,350 ","13,500 ","48,028,000 ",3.62%
2018년 05월 08일,"13,800 ","13,450 ","14,100 ","13,400 ","40,570,000 ",2.99%
2018년 05월 04일,"13,400 ","13,800 ","13,800 ","13,250 ","35,633,000 ",-2.90%
2018년 04월 27일,"13,400 ","13,550 ","13,750 ","13,350 ","23,713,000 ",0.00%
2018년 04월 26일,"13,400 ","13,500 ","13,650 ","13,250 ","32,424,000 ",-0.37%
2018년 04월 25일,"13,450 ","13,500 ","13,850 ","13,400 ","22,692,000 ",-1.10%
2018년 04월 24일,"13,600 ","13,600 ","13,700 ","13,300 ","20,471,000 ",0.00%
2018년 04월 23일,"13,600 ","14,350 ","14,500 ","13,400 ","73,810,000 ",-6.21%
2018년 04월 20일,"14,500 ","14,150 ","14,650 ","14,050 ","27,456,000 ",1.75%
2018년 04월 19일,"14,250 ","14,250 ","14,350 ","13,950 ","27,390,000 ",0.00%
2018년 04월 18일,"14,250 ","14,200 ","14,400 ","13,850 ","27,898,000 ",1.06%
2018년 04월 17일,"14,100 ","14,350 ","14,400 ","13,950 ","29,957,000 ",-0.35%
2018년 04월 16일,"14,150 ","14,050 ","14,400 ","14,000 ","37,715,000 ",0.71%
2018년 04월 13일,"14,050 ","14,450 ","14,550 ","14,050 ","25,082,000 ",-2.43%
2018년 04월 12일,"14,400 ","13,600 ","14,450 ","13,550 ","56,069,000 ",6.27%
2018년 04월 11일,"13,550 ","13,500 ","13,750 ","13,350 ","35,450,000 ",0.74%
2018년 04월 10일,"13,450 ","13,800 ","13,800 ","13,300 ","43,279,000 ",-2.54%
2018년 04월 09일,"13,800 ","13,700 ","13,950 ","13,600 ","24,649,000 ",0.00%
2018년 04월 06일,"13,800 ","13,950 ","14,000 ","13,550 ","33,695,000 ",-1.78%
2018년 04월 05일,"14,050 ","13,600 ","14,250 ","13,600 ","55,833,000 ",4.46%
2018년 04월 04일,"13,450 ","14,150 ","14,250 ","13,300 ","49,532,000 ",-4.61%
2018년 04월 03일,"14,100 ","13,750 ","14,300 ","13,600 ","24,593,000 ",-0.35%
2018년 04월 02일,"14,150 ","14,500 ","14,550 ","13,750 ","1,070,000 ",-4.07%
2018년 03월 30일,"14,750 ","14,550 ","15,100 ","14,500 ","47,448,000 ",1.72%
2018년 03월 29일,"14,500 ","14,700 ","14,900 ","14,150 ","53,390,000 ",-1.36%
2018년 03월 28일,"14,700 ","14,800 ","15,100 ","14,500 ","47,168,000 ",-2.97%
2018년 03월 27일,"15,150 ","15,550 ","15,550 ","15,000 ","44,673,000 ",-0.98%
2018년 03월 26일,"15,300 ","15,150 ","15,600 ","14,900 ","45,625,000 ",0.33%
2018년 03월 23일,"15,250 ","15,950 ","16,150 ","15,250 ","68,125,000 ",-7.01%
2018년 03월 22일,"16,400 ","16,350 ","16,650 ","16,150 ","32,376,000 ",0.00%
2018년 03월 21일,"16,400 ","16,600 ","16,700 ","16,200 ","40,352,000 ",-1.50%
2018년 03월 20일,"16,650 ","16,500 ","17,100 ","16,300 ","58,092,000 ",-0.30%
2018년 03월 19일,"16,700 ","16,850 ","16,950 ","16,300 ","55,009,000 ",0.00%
2018년 03월 16일,"16,700 ","15,500 ","16,900 ","15,400 ","1,320,000 ",8.09%
2018년 03월 15일,"15,450 ","15,450 ","15,700 ","15,150 ","21,106,000 ",-0.32%
2018년 03월 14일,"15,500 ","15,750 ","15,800 ","15,450 ","25,659,000 ",-2.21%
2018년 03월 13일,"15,850 ","15,850 ","16,050 ","15,700 ","31,114,000 ",0.00%
2018년 03월 12일,"15,850 ","15,900 ","16,050 ","15,750 ","27,116,000 ",-0.94%
2018년 03월 09일,"16,000 ","15,850 ","16,250 ","15,700 ","66,380,000 ",1.59%
2018년 03월 08일,"15,750 ","15,400 ","15,950 ","15,100 ","75,805,000 ",2.61%
2018년 03월 07일,"15,350 ","14,700 ","15,600 ","14,550 ","68,988,000 ",3.72%
2018년 03월 06일,"14,800 ","14,750 ","15,000 ","14,500 ","70,754,000 ",1.37%
2018년 03월 05일,"14,600 ","14,850 ","15,100 ","14,550 ","35,042,000 ",-1.68%
2018년 03월 02일,"14,850 ","15,100 ","15,100 ","14,600 ","68,157,000 ",-2.94%
2018년 02월 28일,"15,300 ","15,600 ","15,850 ","15,200 ","59,524,000 ",-2.55%
2018년 02월 27일,"15,700 ","16,300 ","16,300 ","15,650 ","44,729,000 ",-2.18%
2018년 02월 26일,"16,050 ","16,400 ","16,400 ","16,000 ","34,968,000 ",-1.23%
2018년 02월 23일,"16,250 ","16,250 ","16,500 ","15,800 ","1,100,000 ",0.62%
2018년 02월 22일,"16,150 ","15,950 ","16,300 ","15,550 ","89,621,000 ",1.25%
2018년 02월 21일,"15,950 ","15,550 ","16,150 ","15,400 ","83,446,000 ",3.57%
2018년 02월 20일,"15,400 ","15,600 ","16,000 ","15,350 ","68,736,000 ",0.00%
2018년 02월 19일,"15,400 ","15,850 ","15,850 ","15,350 ","42,994,000 ",-1.28%
2018년 02월 14일,"15,600 ","15,500 ","16,250 ","15,400 ","88,016,000 ",0.97%
2018년 02월 13일,"15,450 ","15,550 ","15,650 ","15,250 ","54,170,000 ",0.65%
2018년 02월 12일,"15,350 ","15,600 ","15,650 ","14,750 ","1,140,000 ",0.00%
2018년 02월 09일,"15,350 ","15,150 ","15,600 ","15,100 ","74,321,000 ",-2.23%
2018년 02월 08일,"15,700 ","15,200 ","15,800 ","15,100 ","1,500,000 ",3.97%
2018년 02월 07일,"15,100 ","15,400 ","15,850 ","15,000 ","1,240,000 ",0.00%
2018년 02월 06일,"15,100 ","15,100 ","15,400 ","14,400 ","1,690,000 ",-3.21%
2018년 02월 05일,"15,600 ","15,100 ","15,900 ","14,700 ","1,290,000 ",0.32%
2018년 02월 02일,"15,550 ","15,700 ","15,800 ","15,100 ","1,010,000 ",-0.64%
2018년 02월 01일,"15,650 ","14,900 ","15,800 ","14,600 ","1,850,000 ",5.74%
2018년 01월 31일,"14,800 ","13,500 ","15,050 ","13,450 ","2,730,000 ",8.82%
2018년 01월 30일,"13,600 ","13,950 ","14,000 ","13,550 ","52,042,000 ",-3.20%
2018년 01월 29일,"14,050 ","14,250 ","14,300 ","13,950 ","50,270,000 ",-0.35%
2018년 01월 26일,"14,100 ","13,950 ","14,200 ","13,750 ","73,091,000 ",0.36%
2018년 01월 25일,"14,050 ","13,850 ","14,100 ","13,500 ","60,270,000 ",1.08%
2018년 01월 24일,"13,900 ","13,800 ","14,100 ","13,650 ","91,063,000 ",2.21%
2018년 01월 23일,"13,600 ","12,800 ","13,600 ","12,800 ","99,897,000 ",5.84%
2018년 01월 22일,"12,850 ","12,900 ","13,250 ","12,750 ","39,170,000 ",-0.39%
2018년 01월 19일,"12,900 ","13,250 ","13,650 ","12,750 ","91,621,000 ",-2.64%
2018년 01월 18일,"13,250 ","11,850 ","13,450 ","11,700 ","1,790,000 ",13.25%
2018년 01월 17일,"11,700 ","11,800 ","12,050 ","11,600 ","39,676,000 ",-0.85%
2018년 01월 16일,"11,800 ","12,050 ","12,100 ","11,700 ","48,822,000 ",-1.67%
2018년 01월 15일,"12,000 ","11,950 ","12,150 ","11,800 ","26,387,000 ",0.42%
2018년 01월 12일,"11,950 ","12,450 ","12,500 ","11,850 ","53,929,000 ",-3.63%
2018년 01월 11일,"12,400 ","12,800 ","12,800 ","12,400 ","33,869,000 ",-2.75%
2018년 01월 10일,"12,750 ","12,700 ","12,800 ","12,350 ","43,483,000 ",1.19%
2018년 01월 09일,"12,600 ","12,200 ","12,800 ","12,150 ","67,913,000 ",3.28%
2018년 01월 08일,"12,200 ","11,950 ","12,250 ","11,700 ","35,534,000 ",2.09%
2018년 01월 05일,"11,950 ","12,300 ","12,350 ","11,900 ","45,347,000 ",-2.85%
2018년 01월 04일,"12,300 ","12,000 ","12,600 ","11,900 ","64,183,000 ",3.36%
2018년 01월 03일,"11,900 ","11,850 ","12,150 ","11,850 ","28,915,000 ",0.42%
2018년 01월 02일,"11,850 ","12,200 ","12,200 ","11,850 ","20,899,000 ",-1.25%
2017년 12월 28일,"12,000 ","11,850 ","12,100 ","11,750 ","19,311,000 ",1.27%
2017년 12월 27일,"11,850 ","11,600 ","12,050 ","11,600 ","23,652,000 ",2.16%
2017년 12월 26일,"11,600 ","11,600 ","11,950 ","11,500 ","25,688,000 ",0.43%
2017년 12월 22일,"11,550 ","11,400 ","11,800 ","11,400 ","34,764,000 ",2.21%
2017년 12월 21일,"11,300 ","11,850 ","12,000 ","11,300 ","56,265,000 ",-5.44%
2017년 12월 20일,"11,950 ","12,000 ","12,100 ","11,900 ","25,506,000 ",-1.24%
2017년 12월 19일,"12,100 ","12,300 ","12,450 ","12,000 ","26,989,000 ",-1.22%
2017년 12월 18일,"12,250 ","12,300 ","12,550 ","12,150 ","25,433,000 ",-0.81%
2017년 12월 15일,"12,350 ","12,450 ","12,550 ","11,900 ","67,050,000 ",-0.40%
2017년 12월 14일,"12,400 ","12,350 ","12,800 ","12,300 ","58,524,000 ",0.81%
2017년 12월 13일,"12,300 ","12,150 ","12,400 ","12,150 ","27,393,000 ",0.82%
2017년 12월 12일,"12,200 ","12,450 ","12,550 ","12,100 ","32,151,000 ",-1.61%
2017년 12월 11일,"12,400 ","12,350 ","12,550 ","12,300 ","26,257,000 ",0.40%
2017년 12월 08일,"12,350 ","12,500 ","12,700 ","12,350 ","33,099,000 ",-1.59%
2017년 12월 07일,"12,550 ","12,950 ","13,050 ","12,500 ","52,000,000 ",-2.71%
2017년 12월 06일,"12,900 ","13,350 ","13,400 ","12,850 ","51,323,000 ",-3.73%
2017년 12월 05일,"13,400 ","12,950 ","13,400 ","12,850 ","34,156,000 ",3.47%
2017년 12월 04일,"12,950 ","13,200 ","13,300 ","12,900 ","48,855,000 ",-2.26%
2017년 12월 01일,"13,250 ","13,550 ","13,550 ","12,950 ","39,773,000 ",-1.12%
2017년 11월 30일,"13,400 ","13,950 ","13,950 ","13,350 ","51,747,000 ",-3.25%
2017년 11월 29일,"13,850 ","14,100 ","14,250 ","13,650 ","49,813,000 ",-1.77%
2017년 11월 28일,"14,100 ","14,450 ","14,500 ","14,000 ","49,505,000 ",-2.76%
2017년 11월 27일,"14,500 ","14,550 ","14,600 ","14,050 ","83,637,000 ",2.11%
2017년 11월 24일,"14,200 ","13,200 ","14,400 ","13,200 ","1,210,000 ",6.37%
2017년 11월 23일,"13,350 ","13,050 ","13,400 ","12,750 ","68,190,000 ",3.49%
2017년 11월 22일,"12,900 ","12,950 ","13,200 ","12,800 ","51,119,000 ",-1.15%
2017년 11월 21일,"13,050 ","13,950 ","14,050 ","12,850 ","1,640,000 ",-6.12%
2017년 11월 20일,"13,900 ","14,050 ","14,150 ","13,850 ","33,265,000 ",-0.36%
2017년 11월 17일,"13,950 ","13,850 ","14,350 ","13,750 ","48,807,000 ",0.00%
2017년 11월 16일,"13,950 ","14,100 ","14,300 ","13,900 ","38,193,000 ",-1.06%
2017년 11월 15일,"14,100 ","14,350 ","14,400 ","13,750 ","59,542,000 ",-1.05%
2017년 11월 14일,"14,250 ","14,250 ","14,550 ","14,200 ","26,772,000 ",-0.35%
2017년 11월 13일,"14,300 ","14,550 ","14,650 ","14,250 ","27,818,000 ",-1.72%
2017년 11월 10일,"14,550 ","14,700 ","14,700 ","14,400 ","26,434,000 ",-1.02%
2017년 11월 09일,"14,700 ","14,450 ","14,800 ","14,250 ","39,573,000 ",1.73%
2017년 11월 08일,"14,450 ","13,950 ","14,550 ","13,850 ","52,673,000 ",3.58%
2017년 11월 07일,"13,950 ","14,150 ","14,300 ","13,850 ","43,493,000 ",-2.11%
2017년 11월 06일,"14,250 ","14,350 ","14,400 ","14,000 ","24,695,000 ",-0.70%
2017년 11월 03일,"14,350 ","14,350 ","14,400 ","14,200 ","32,732,000 ",0.70%
2017년 11월 02일,"14,250 ","14,300 ","14,400 ","14,200 ","26,809,000 ",-0.35%
2017년 11월 01일,"14,300 ","14,400 ","14,450 ","14,200 ","35,409,000 ",0.00%
2017년 10월 31일,"14,300 ","14,450 ","14,600 ","14,250 ","32,907,000 ",-1.04%
2017년 10월 30일,"14,450 ","14,650 ","14,800 ","14,400 ","28,815,000 ",-0.69%
2017년 10월 27일,"14,550 ","15,000 ","15,050 ","14,500 ","52,334,000 ",-2.35%
2017년 10월 26일,"14,900 ","14,800 ","15,200 ","14,750 ","30,731,000 ",0.00%
2017년 10월 25일,"14,900 ","14,950 ","14,950 ","14,600 ","30,081,000 ",-0.33%
2017년 10월 24일,"14,950 ","15,200 ","15,250 ","14,900 ","31,377,000 ",-2.29%
2017년 10월 23일,"15,300 ","15,150 ","15,400 ","14,850 ","53,151,000 ",1.32%
2017년 10월 20일,"15,100 ","14,700 ","15,250 ","14,650 ","89,965,000 ",4.50%
2017년 10월 19일,"14,450 ","14,750 ","14,800 ","14,350 ","47,758,000 ",-1.37%
2017년 10월 18일,"14,650 ","15,000 ","15,050 ","14,500 ","43,272,000 ",-1.68%
2017년 10월 17일,"14,900 ","13,950 ","14,900 ","13,950 ","94,659,000 ",7.19%
2017년 10월 16일,"13,900 ","14,450 ","14,500 ","13,650 ","76,821,000 ",-3.14%
2017년 10월 13일,"14,350 ","14,800 ","14,900 ","14,300 ","46,039,000 ",-3.04%
2017년 10월 12일,"14,800 ","14,600 ","14,800 ","14,450 ","46,317,000 ",1.72%
2017년 10월 11일,"14,550 ","15,050 ","15,200 ","14,500 ","53,788,000 ",-3.32%
2017년 09월 29일,"15,300 ","14,900 ","15,300 ","14,600 ","38,845,000 ",3.73%
2017년 09월 28일,"14,750 ","15,100 ","15,650 ","14,600 ","90,249,000 ",-1.01%
2017년 09월 27일,"14,900 ","14,350 ","15,200 ","14,350 ","59,353,000 ",3.11%
2017년 09월 26일,"14,450 ","14,050 ","14,600 ","14,000 ","45,155,000 ",3.21%
2017년 09월 25일,"14,000 ","14,250 ","14,600 ","14,000 ","40,945,000 ",-3.11%
2017년 09월 22일,"14,450 ","14,950 ","15,050 ","14,250 ","79,944,000 ",-3.34%
2017년 09월 21일,"14,950 ","14,750 ","15,150 ","14,550 ","52,683,000 ",1.36%
2017년 09월 20일,"14,750 ","14,950 ","15,200 ","14,550 ","57,635,000 ",-1.34%
2017년 09월 19일,"14,950 ","15,050 ","15,200 ","14,900 ","27,237,000 ",0.00%
2017년 09월 18일,"14,950 ","15,300 ","15,350 ","14,700 ","59,531,000 ",-2.61%
2017년 09월 15일,"15,350 ","15,450 ","15,500 ","15,150 ","44,868,000 ",-1.92%
2017년 09월 14일,"15,650 ","15,550 ","15,700 ","15,350 ","53,758,000 ",0.97%
2017년 09월 13일,"15,500 ","15,100 ","15,650 ","14,800 ","77,929,000 ",3.33%
2017년 09월 12일,"15,000 ","15,300 ","15,650 ","14,800 ","1,110,000 ",0.00%
2017년 09월 11일,"15,000 ","14,500 ","15,150 ","14,400 ","1,120,000 ",5.26%
2017년 09월 08일,"14,250 ","14,500 ","14,700 ","14,050 ","1,020,000 ",-0.35%
2017년 09월 07일,"14,300 ","15,800 ","15,800 ","14,050 ","2,170,000 ",-9.49%
2017년 09월 06일,"15,800 ","15,350 ","16,000 ","15,300 ","49,253,000 ",2.60%
2017년 09월 05일,"15,400 ","15,750 ","15,750 ","15,250 ","44,057,000 ",-1.60%
2017년 09월 04일,"15,650 ","15,500 ","15,900 ","15,500 ","46,025,000 ",-3.10%
2017년 09월 01일,"16,150 ","16,050 ","16,300 ","15,850 ","34,600,000 ",1.25%
2017년 08월 31일,"15,950 ","16,300 ","16,350 ","15,750 ","41,268,000 ",-1.54%
2017년 08월 30일,"16,200 ","15,850 ","16,400 ","15,650 ","58,374,000 ",2.86%
2017년 08월 29일,"15,750 ","15,900 ","15,950 ","15,500 ","53,342,000 ",-2.17%
2017년 08월 28일,"16,100 ","16,200 ","16,400 ","16,050 ","28,998,000 ",-0.62%
2017년 08월 25일,"16,200 ","15,900 ","16,400 ","15,800 ","65,349,000 ",1.25%
2017년 08월 24일,"16,000 ","16,250 ","16,450 ","15,400 ","1,460,000 ",-2.14%
2017년 08월 23일,"16,350 ","16,600 ","16,600 ","16,250 ","38,455,000 ",0.00%
2017년 08월 22일,"16,350 ","16,500 ","16,900 ","16,250 ","59,135,000 ",-0.61%
2017년 08월 21일,"16,450 ","16,900 ","16,900 ","16,300 ","50,551,000 ",-2.08%
2017년 08월 18일,"16,800 ","17,000 ","17,200 ","16,700 ","63,199,000 ",-3.17%
2017년 08월 17일,"17,350 ","16,400 ","17,450 ","16,400 ","1,070,000 ",6.44%
2017년 08월 16일,"16,300 ","17,200 ","17,300 ","16,200 ","1,030,000 ",-3.55%
2017년 08월 14일,"16,900 ","16,800 ","17,050 ","16,600 ","46,967,000 ",1.81%
2017년 08월 11일,"16,600 ","16,850 ","17,100 ","16,550 ","72,979,000 ",-3.49%
2017년 08월 10일,"17,200 ","17,350 ","17,650 ","16,900 ","46,698,000 ",-0.58%
2017년 08월 09일,"17,300 ","17,650 ","17,900 ","17,250 ","36,855,000 ",-2.26%
2017년 08월 08일,"17,700 ","17,700 ","17,950 ","17,300 ","53,679,000 ",0.85%
2017년 08월 07일,"17,550 ","18,050 ","18,100 ","17,550 ","50,393,000 ",-2.23%
2017년 08월 04일,"17,950 ","17,950 ","18,450 ","17,600 ","72,661,000 ",-0.83%
2017년 08월 03일,"18,100 ","18,950 ","19,000 ","18,000 ","75,438,000 ",-5.24%
2017년 08월 02일,"19,100 ","19,200 ","19,450 ","19,050 ","25,964,000 ",0.26%
2017년 08월 01일,"19,050 ","19,000 ","19,400 ","18,800 ","42,272,000 ",-0.52%
2017년 07월 31일,"19,150 ","18,850 ","19,350 ","18,550 ","53,518,000 ",0.00%
2017년 07월 28일,"19,150 ","19,450 ","19,600 ","18,850 ","50,804,000 ",-2.30%
2017년 07월 27일,"19,600 ","19,400 ","20,000 ","19,150 ","65,082,000 ",1.03%
2017년 07월 26일,"19,400 ","20,750 ","20,800 ","19,300 ","1,360,000 ",-6.28%
2017년 07월 25일,"20,700 ","21,200 ","21,300 ","20,600 ","51,859,000 ",-1.90%
2017년 07월 24일,"21,100 ","21,150 ","21,600 ","20,750 ","66,046,000 ",-1.17%
2017년 07월 21일,"21,350 ","21,800 ","21,900 ","21,300 ","55,696,000 ",-2.51%
2017년 07월 20일,"21,900 ","21,850 ","21,950 ","21,400 ","40,235,000 ",0.92%
2017년 07월 19일,"21,700 ","21,650 ","22,100 ","21,500 ","69,524,000 ",1.17%
2017년 07월 18일,"21,450 ","21,550 ","21,800 ","21,300 ","42,567,000 ",-0.46%
2017년 07월 17일,"21,550 ","21,300 ","22,450 ","21,250 ","1,330,000 ",0.94%
2017년 07월 14일,"21,350 ","21,950 ","22,000 ","21,300 ","51,930,000 ",-2.06%
2017년 07월 13일,"21,800 ","21,500 ","22,200 ","21,450 ","81,465,000 ",2.35%
2017년 07월 12일,"21,300 ","20,900 ","21,300 ","20,650 ","53,591,000 ",2.40%
2017년 07월 11일,"20,800 ","21,500 ","21,700 ","20,600 ","77,723,000 ",-3.26%
2017년 07월 10일,"21,500 ","21,700 ","21,750 ","21,050 ","41,955,000 ",-0.46%
2017년 07월 07일,"21,600 ","22,050 ","22,050 ","21,550 ","52,169,000 ",-2.70%
2017년 07월 06일,"22,200 ","22,250 ","22,300 ","21,750 ","36,486,000 ",1.14%
2017년 07월 05일,"21,950 ","21,750 ","22,250 ","21,650 ","35,882,000 ",0.92%
2017년 07월 04일,"21,750 ","21,700 ","22,000 ","21,500 ","34,108,000 ",-0.46%
2017년 07월 03일,"21,850 ","22,500 ","22,550 ","21,700 ","47,640,000 ",-2.89%
2017년 06월 30일,"22,500 ","22,200 ","22,500 ","21,900 ","39,528,000 ",0.00%
2017년 06월 29일,"22,500 ","22,300 ","23,100 ","22,150 ","97,830,000 ",2.51%
2017년 06월 28일,"21,950 ","22,000 ","22,550 ","21,900 ","53,324,000 ",-1.35%
2017년 06월 27일,"22,250 ","21,950 ","22,650 ","21,800 ","68,611,000 ",1.37%
2017년 06월 26일,"21,950 ","22,050 ","22,050 ","21,450 ","52,463,000 ",-0.23%
2017년 06월 23일,"22,000 ","21,950 ","22,150 ","21,300 ","44,794,000 ",0.92%
2017년 06월 22일,"21,800 ","22,000 ","22,750 ","21,600 ","83,891,000 ",0.23%
2017년 06월 21일,"21,750 ","22,100 ","22,250 ","21,550 ","66,099,000 ",-2.68%
