날짜,종가,오픈,고가,저가,거래량,변동 %
2021년 09월 01일,"60,200 ","59,900 ","60,300 ","59,400 ",0 ,0.67%
2021년 08월 31일,"59,800 ","59,900 ","60,000 ","58,200 ","66,000 ",-0.17%
2021년 08월 30일,"59,900 ","61,200 ","61,300 ","59,800 ","1,000 ",-0.50%
2021년 08월 27일,"60,200 ","60,800 ","60,800 ","59,500 ","46,777,000 ",-0.82%
2021년 08월 26일,"60,700 ","60,500 ","61,500 ","60,100 ","37,000 ",3.23%
2021년 08월 25일,"58,800 ","59,500 ","59,600 ","58,200 ","3,000 ",-0.34%
2021년 08월 24일,"59,000 ","59,400 ","59,700 ","58,100 ","66,149,000 ",1.37%
2021년 08월 23일,"58,200 ","59,200 ","59,700 ","58,100 ","67,858,000 ",0.00%
2021년 08월 20일,"58,200 ","58,200 ","60,000 ","57,500 ","1,320,000 ",2.11%
2021년 08월 19일,"57,000 ","59,100 ","60,000 ","56,600 ","35,000 ",-5.00%
2021년 08월 18일,"60,000 ","60,000 ","60,400 ","58,500 ","1,100,000 ",-0.99%
2021년 08월 17일,"60,600 ","62,300 ","62,900 ","60,300 ","7,000 ",-2.10%
2021년 08월 13일,"61,900 ","65,100 ","69,500 ","61,700 ","4,830,000 ",-3.73%
2021년 08월 12일,"64,300 ","61,800 ","66,500 ","61,800 ","1,000 ",2.72%
2021년 08월 11일,"62,600 ","65,700 ","65,800 ","62,300 ","2,020,000 ",-5.15%
2021년 08월 10일,"66,000 ","65,700 ","66,900 ","65,200 ","172,000 ",-0.30%
2021년 08월 09일,"66,200 ","67,200 ","68,200 ","65,800 ","29,000 ",-1.49%
2021년 08월 06일,"67,200 ","66,600 ","67,200 ","66,100 ","71,741,000 ",1.36%
2021년 08월 05일,"66,300 ","66,800 ","67,100 ","65,700 ","2,000 ",-0.45%
2021년 08월 04일,"66,600 ","66,700 ","67,000 ","64,900 ","39,000 ",1.06%
2021년 08월 03일,"65,900 ","64,600 ","67,200 ","64,300 ","1,470,000 ",2.81%
2021년 08월 02일,"64,100 ","62,000 ","64,700 ","61,900 ","15,000 ",5.08%
2021년 07월 30일,"61,000 ","61,600 ","61,800 ","60,600 ","49,521,000 ",-0.49%
2021년 07월 29일,"61,300 ","62,300 ","62,700 ","60,500 ","16,000 ",-0.81%
2021년 07월 28일,"61,800 ","62,800 ","63,300 ","60,400 ","2,000 ",-2.37%
2021년 07월 27일,"63,300 ","64,200 ","64,700 ","62,800 ","49,000 ",-0.63%
2021년 07월 26일,"63,700 ","65,500 ","65,500 ","63,500 ","64,000 ",-2.30%
2021년 07월 23일,"65,200 ","66,400 ","66,500 ","64,400 ","92,949,000 ",-1.66%
2021년 07월 22일,"66,300 ","65,900 ","68,500 ","65,700 ","50,000 ",2.00%
2021년 07월 21일,"65,000 ","65,700 ","65,900 ","64,100 ","1,070,000 ",0.00%
2021년 07월 20일,"65,000 ","63,600 ","66,500 ","63,400 ","10,000 ",1.09%
2021년 07월 19일,"64,300 ","62,300 ","64,500 ","61,800 ","35,000 ",1.42%
2021년 07월 16일,"63,400 ","65,200 ","65,200 ","62,800 ","2,130,000 ",-4.23%
2021년 07월 15일,"66,200 ","64,700 ","66,700 ","64,200 ","127,000 ",2.80%
2021년 07월 14일,"64,400 ","64,200 ","65,900 ","63,700 ","7,000 ",-0.16%
2021년 07월 13일,"64,500 ","64,300 ","64,900 ","63,000 ","52,000 ",0.31%
2021년 07월 12일,"64,300 ","61,900 ","65,100 ","61,300 ","23,000 ",6.11%
2021년 07월 09일,"60,600 ","58,900 ","60,900 ","58,300 ","93,379,000 ",1.17%
2021년 07월 08일,"59,900 ","62,600 ","63,000 ","59,800 ","3,000 ",-3.70%
2021년 07월 07일,"62,200 ","61,700 ","62,500 ","60,700 ","3,000 ",0.65%
2021년 07월 06일,"61,800 ","60,900 ","62,300 ","60,600 ","65,000 ",1.98%
2021년 07월 05일,"60,600 ","60,700 ","61,200 ","59,800 ","61,048,000 ",0.00%
2021년 07월 02일,"60,600 ","62,400 ","62,500 ","60,300 ","1,070,000 ",-2.88%
2021년 07월 01일,"62,400 ","62,600 ","63,300 ","61,500 ","97,084,000 ",0.00%
2021년 06월 30일,"62,400 ","60,900 ","62,700 ","60,100 ","63,000 ",2.80%
2021년 06월 29일,"60,700 ","60,400 ","61,800 ","59,900 ","7,000 ",1.34%
2021년 06월 28일,"59,900 ","60,600 ","60,600 ","58,700 ","21,000 ",-0.33%
2021년 06월 25일,"60,100 ","60,400 ","61,000 ","59,100 ","1,700,000 ",0.84%
2021년 06월 24일,"59,600 ","57,700 ","60,800 ","57,300 ",0 ,4.93%
2021년 06월 23일,"56,800 ","56,600 ","57,400 ","56,300 ","10,000 ",1.43%
2021년 06월 22일,"56,000 ","57,100 ","57,200 ","55,800 ","1,000 ",-0.88%
2021년 06월 21일,"56,500 ","55,700 ","57,100 ","55,500 ","50,322,000 ",-0.35%
2021년 06월 18일,"56,700 ","56,300 ","57,500 ","55,900 ","79,297,000 ",1.98%
2021년 06월 17일,"55,600 ","56,100 ","56,100 ","55,200 ","55,000 ",-1.94%
2021년 06월 16일,"56,700 ","55,500 ","57,300 ","55,000 ","37,000 ",2.16%
2021년 06월 15일,"55,500 ","57,400 ","57,400 ","55,400 ","113,000 ",0.18%
2021년 06월 14일,"55,400 ","54,500 ","55,400 ","54,400 ",0 ,1.84%
2021년 06월 11일,"54,400 ","54,800 ","55,300 ","54,000 ","48,217,000 ",0.00%
2021년 06월 10일,"54,400 ","54,600 ","55,300 ","54,300 ","55,033,000 ",0.74%
2021년 06월 09일,"54,000 ","55,400 ","55,500 ","53,900 ",0 ,-2.88%
2021년 06월 08일,"55,600 ","56,500 ","56,800 ","55,200 ","36,000 ",-1.59%
2021년 06월 07일,"56,500 ","58,300 ","58,700 ","56,000 ","3,000 ",-1.74%
2021년 06월 04일,"57,500 ","56,100 ","58,300 ","55,200 ","1,900,000 ",1.59%
2021년 06월 03일,"56,600 ","54,600 ","57,300 ","54,200 ","239,000 ",5.20%
2021년 06월 02일,"53,800 ","52,400 ","54,100 ","52,200 ","7,000 ",3.26%
2021년 06월 01일,"52,100 ","51,800 ","52,400 ","51,400 ","78,000 ",0.97%
2021년 05월 31일,"51,600 ","52,100 ","52,300 ","51,400 ","43,402,000 ",-0.77%
2021년 05월 28일,"52,000 ","52,200 ","52,200 ","51,600 ","45,138,000 ",-0.19%
2021년 05월 27일,"52,100 ","52,000 ","52,300 ","51,200 ","75,000 ",0.77%
2021년 05월 26일,"51,700 ","52,200 ","52,500 ","51,500 ","12,000 ",-0.77%
2021년 05월 25일,"52,100 ","52,000 ","52,700 ","51,800 ","1,000 ",1.76%
2021년 05월 24일,"51,200 ","54,200 ","54,200 ","51,100 ","16,000 ",-5.36%
2021년 05월 21일,"54,100 ","53,200 ","55,200 ","52,800 ","1,470,000 ",3.05%
2021년 05월 20일,"52,500 ","52,100 ","53,300 ","52,100 ","1,000 ",0.00%
2021년 05월 18일,"52,500 ","52,600 ","53,300 ","51,200 ","1,170,000 ",0.77%
2021년 05월 17일,"52,100 ","56,100 ","56,100 ","52,000 ","93,000 ",-5.96%
2021년 05월 14일,"55,400 ","59,400 ","60,100 ","55,100 ","2,280,000 ",-3.82%
2021년 05월 13일,"57,600 ","56,600 ","61,000 ","56,000 ","25,000 ",-0.52%
2021년 05월 12일,"57,900 ","55,900 ","58,400 ","55,000 ","109,000 ",3.76%
2021년 05월 11일,"55,800 ","57,500 ","58,300 ","55,800 ","63,000 ",-5.42%
2021년 05월 10일,"59,000 ","55,900 ","59,100 ","55,800 ","3,000 ",5.92%
2021년 05월 07일,"55,700 ","55,700 ","56,300 ","54,900 ","43,929,000 ",0.54%
2021년 05월 06일,"55,400 ","54,700 ","55,600 ","54,300 ","51,480,000 ",0.00%
2021년 05월 04일,"55,400 ","55,100 ","55,700 ","52,700 ","71,379,000 ",0.54%
2021년 05월 03일,"55,100 ","55,000 ","56,800 ","54,800 ","60,665,000 ",-0.36%
2021년 04월 30일,"55,300 ","57,400 ","57,800 ","54,100 ","85,763,000 ",-3.32%
2021년 04월 29일,"57,200 ","56,300 ","58,300 ","55,600 ",0 ,1.78%
2021년 04월 28일,"56,200 ","58,800 ","59,000 ","56,100 ","153,000 ",-4.75%
2021년 04월 27일,"59,000 ","58,500 ","60,300 ","58,500 ","71,000 ",0.17%
2021년 04월 26일,"58,900 ","61,200 ","61,300 ","58,700 ","56,000 ",-3.28%
2021년 04월 23일,"60,900 ","60,100 ","61,000 ","59,100 ","82,479,000 ",0.33%
2021년 04월 22일,"60,700 ","62,200 ","62,600 ","60,000 ","100,000 ",-0.16%
2021년 04월 21일,"60,800 ","60,800 ","61,700 ","60,100 ","1,740,000 ",0.33%
2021년 04월 20일,"60,600 ","58,100 ","61,000 ","56,600 ","939,000 ",4.66%
2021년 04월 19일,"57,900 ","54,700 ","58,300 ","54,100 ","334,000 ",7.02%
2021년 04월 16일,"54,100 ","54,600 ","54,600 ","53,900 ","37,388,000 ",0.37%
2021년 04월 15일,"53,900 ","54,600 ","54,600 ","53,800 ","33,000 ",-1.46%
2021년 04월 14일,"54,700 ","55,500 ","55,600 ","54,400 ","11,000 ",-0.91%
2021년 04월 13일,"55,200 ","55,300 ","55,900 ","54,300 ","7,000 ",0.36%
2021년 04월 12일,"55,000 ","55,900 ","56,100 ","54,700 ","61,000 ",-1.26%
2021년 04월 09일,"55,700 ","56,600 ","57,200 ","55,300 ","55,147,000 ",-0.71%
2021년 04월 08일,"56,100 ","56,400 ","57,000 ","56,100 ","55,836,000 ",0.36%
2021년 04월 07일,"55,900 ","56,500 ","56,500 ","55,700 ","76,000 ",-1.58%
2021년 04월 06일,"56,800 ","58,400 ","58,500 ","56,600 ","46,000 ",-1.73%
2021년 04월 05일,"57,800 ","58,200 ","58,500 ","57,300 ","66,674,000 ",0.52%
2021년 04월 02일,"57,500 ","58,900 ","59,200 ","57,500 ","95,012,000 ",-0.35%
2021년 04월 01일,"57,700 ","57,200 ","58,000 ","56,100 ","1,000 ",2.49%
2021년 03월 31일,"56,300 ","56,400 ","56,600 ","56,000 ","3,000 ",-1.40%
2021년 03월 30일,"57,100 ","55,000 ","57,400 ","53,700 ","1,080,000 ",4.96%
2021년 03월 29일,"54,400 ","55,900 ","56,000 ","54,400 ","10,000 ",-1.63%
2021년 03월 26일,"55,300 ","54,700 ","56,200 ","54,400 ","72,466,000 ",2.03%
2021년 03월 25일,"54,200 ","54,600 ","55,200 ","53,600 ","62,873,000 ",-1.81%
2021년 03월 24일,"55,200 ","53,600 ","55,900 ","52,900 ","33,000 ",0.73%
2021년 03월 23일,"54,800 ","57,600 ","57,600 ","54,600 ","31,000 ",-4.03%
2021년 03월 22일,"57,100 ","58,000 ","58,200 ","56,600 ","57,375,000 ",-0.35%
2021년 03월 19일,"57,300 ","55,900 ","58,000 ","55,800 ","63,580,000 ",-0.35%
2021년 03월 18일,"57,500 ","58,100 ","58,700 ","57,500 ","1,000 ",0.17%
2021년 03월 17일,"57,400 ","57,500 ","58,200 ","56,700 ","67,000 ",1.23%
2021년 03월 16일,"56,700 ","53,100 ","56,700 ","53,000 ","1,000 ",8.21%
2021년 03월 15일,"52,400 ","52,200 ","53,000 ","51,500 ","59,932,000 ",0.00%
2021년 03월 12일,"52,400 ","52,800 ","54,000 ","51,800 ","1,370,000 ",1.55%
2021년 03월 11일,"51,600 ","50,800 ","52,600 ","50,400 ","1,090,000 ",2.99%
2021년 03월 10일,"50,100 ","53,100 ","53,200 ","50,100 ","1,000 ",-1.18%
2021년 03월 09일,"50,700 ","50,700 ","51,600 ","48,900 ","1,790,000 ",-0.98%
2021년 03월 08일,"51,200 ","54,300 ","54,400 ","51,200 ","1,000 ",-4.48%
2021년 03월 05일,"53,600 ","52,500 ","54,300 ","51,300 ","1,260,000 ",-0.56%
2021년 03월 04일,"53,900 ","55,200 ","55,400 ","53,800 ","15,000 ",-4.43%
2021년 03월 03일,"56,400 ","55,700 ","56,600 ","55,100 ","42,000 ",0.00%
2021년 03월 02일,"56,400 ","58,100 ","58,500 ","55,900 ","22,000 ",0.00%
2021년 02월 26일,"56,400 ","56,400 ","57,200 ","55,500 ","97,975,000 ",-3.09%
2021년 02월 25일,"58,200 ","58,500 ","58,700 ","57,400 ","16,000 ",2.83%
2021년 02월 24일,"56,600 ","57,500 ","59,600 ","56,300 ","18,000 ",-0.70%
2021년 02월 23일,"57,000 ","57,200 ","58,000 ","55,000 ","30,000 ",-2.90%
2021년 02월 22일,"58,700 ","61,300 ","61,400 ","58,500 ","25,000 ",-3.14%
2021년 02월 19일,"60,600 ","61,000 ","62,000 ","58,600 ","2,120,000 ",-1.62%
2021년 02월 18일,"61,600 ","64,700 ","64,800 ","61,400 ","442,000 ",-4.79%
2021년 02월 17일,"64,700 ","66,800 ","66,800 ","64,300 ","490,000 ",-2.71%
2021년 02월 16일,"66,500 ","66,200 ","67,800 ","65,200 ","67,000 ",2.47%
2021년 02월 15일,"64,900 ","63,400 ","65,700 ","62,100 ","10,000 ",5.19%
2021년 02월 10일,"61,700 ","61,600 ","62,600 ","60,200 ","98,157,000 ",1.31%
2021년 02월 09일,"60,900 ","61,200 ","63,500 ","60,500 ","2,000 ",2.01%
2021년 02월 08일,"59,700 ","60,900 ","61,000 ","59,000 ","18,000 ",-1.81%
2021년 02월 05일,"60,800 ","62,200 ","62,500 ","60,500 ","96,464,000 ",-1.46%
2021년 02월 04일,"61,700 ","63,200 ","63,300 ","60,800 ","35,000 ",-3.74%
2021년 02월 03일,"64,100 ","64,700 ","64,900 ","62,500 ","76,000 ",0.63%
2021년 02월 02일,"63,700 ","64,500 ","65,400 ","62,800 ","8,000 ",0.63%
2021년 02월 01일,"63,300 ","61,300 ","64,300 ","59,200 ",0 ,2.93%
2021년 01월 29일,"61,500 ","68,100 ","68,200 ","59,900 ","3,490,000 ",-8.07%
2021년 01월 28일,"66,900 ","64,000 ","68,500 ","63,700 ","10,000 ",1.06%
2021년 01월 27일,"66,200 ","67,400 ","69,000 ","66,000 ","94,000 ",-1.63%
2021년 01월 26일,"67,300 ","70,700 ","70,700 ","66,800 ","74,000 ",-4.27%
2021년 01월 25일,"70,300 ","70,200 ","70,700 ","67,200 ","1,760,000 ",1.59%
2021년 01월 22일,"69,200 ","73,600 ","74,300 ","68,300 ","2,530,000 ",-2.95%
2021년 01월 21일,"71,300 ","69,600 ","71,600 ","69,000 ","4,000 ",3.03%
2021년 01월 20일,"69,200 ","64,500 ","73,200 ","63,600 ","150,000 ",9.15%
2021년 01월 19일,"63,400 ","65,200 ","65,700 ","62,400 ","11,000 ",-0.16%
2021년 01월 18일,"63,500 ","59,500 ","65,500 ","59,500 ","1,000 ",6.01%
2021년 01월 15일,"59,900 ","60,000 ","62,400 ","59,400 ","1,780,000 ",0.84%
2021년 01월 14일,"59,400 ","59,400 ","60,600 ","58,200 ","1,600,000 ",-0.17%
2021년 01월 13일,"59,500 ","61,500 ","61,900 ","59,300 ","71,000 ",-3.88%
2021년 01월 12일,"61,900 ","55,700 ","63,800 ","55,100 ","282,000 ",10.14%
2021년 01월 11일,"56,200 ","58,500 ","58,700 ","54,100 ","258,000 ",2.37%
2021년 01월 08일,"54,900 ","54,400 ","57,600 ","52,400 ","3,250,000 ",1.67%
2021년 01월 07일,"54,000 ","55,100 ","55,400 ","53,500 ","98,000 ",0.75%
2021년 01월 06일,"53,600 ","51,700 ","57,600 ","51,700 ","323,000 ",7.41%
2021년 01월 05일,"49,900 ","50,300 ","51,100 ","48,750 ","15,000 ",-2.35%
2021년 01월 04일,"51,100 ","51,000 ","53,200 ","50,500 ","99,000 ",0.20%
2020년 12월 30일,"51,000 ","48,500 ","52,300 ","48,250 ","3,850,000 ",3.76%
2020년 12월 29일,"49,150 ","48,150 ","51,200 ","47,400 ","785,000 ",6.27%
2020년 12월 28일,"46,250 ","43,300 ","48,950 ","42,750 ","1,000 ",7.68%
2020년 12월 24일,"42,950 ","39,900 ","49,550 ","38,950 ","14,650,000 ",7.11%
2020년 12월 23일,"40,100 ","39,450 ","40,450 ","37,650 ","77,000 ",2.82%
2020년 12월 22일,"39,000 ","38,000 ","40,450 ","37,650 ","6,000 ",6.85%
2020년 12월 21일,"36,500 ","35,950 ","36,700 ","35,500 ","78,000 ",2.53%
2020년 12월 18일,"35,600 ","36,550 ","36,550 ","35,400 ","76,152,000 ",-2.06%
2020년 12월 17일,"36,350 ","35,700 ","37,050 ","35,700 ","2,020,000 ",4.01%
2020년 12월 16일,"34,950 ","35,100 ","35,100 ","34,600 ","211,000 ",0.14%
2020년 12월 15일,"34,900 ","35,250 ","35,250 ","34,600 ","5,000 ",-0.85%
2020년 12월 14일,"35,200 ","35,850 ","35,850 ","35,200 ","77,000 ",-1.81%
2020년 12월 11일,"35,850 ","35,600 ","36,100 ","35,250 ","67,762,000 ",1.41%
2020년 12월 10일,"35,350 ","34,700 ","35,600 ","34,550 ",0 ,0.57%
2020년 12월 09일,"35,150 ","35,350 ","35,350 ","34,750 ","20,000 ",0.43%
2020년 12월 08일,"35,000 ","35,400 ","35,600 ","34,700 ","50,187,000 ",-0.85%
2020년 12월 07일,"35,300 ","35,500 ","35,850 ","35,100 ","4,000 ",1.00%
2020년 12월 04일,"34,950 ","35,950 ","36,000 ","34,800 ","1,050,000 ",-2.51%
2020년 12월 03일,"35,850 ","36,700 ","36,900 ","35,750 ","10,000 ",-2.32%
2020년 12월 02일,"36,700 ","36,000 ","37,400 ","35,800 ","95,534,000 ",2.51%
2020년 12월 01일,"35,800 ","35,750 ","36,350 ","35,600 ","50,374,000 ",0.99%
2020년 11월 30일,"35,450 ","36,600 ","36,700 ","35,450 ","87,433,000 ",-3.14%
2020년 11월 27일,"36,600 ","37,100 ","37,500 ","36,450 ","79,815,000 ",-1.88%
2020년 11월 26일,"37,300 ","36,550 ","37,300 ","35,950 ","9,000 ",1.91%
2020년 11월 25일,"36,600 ","35,150 ","37,450 ","35,100 ","4,000 ",5.48%
2020년 11월 24일,"34,700 ","35,100 ","35,100 ","34,350 ","100,000 ",-0.14%
2020년 11월 23일,"34,750 ","33,950 ","35,150 ","33,950 ",0 ,2.21%
2020년 11월 20일,"34,000 ","34,000 ","34,050 ","33,550 ","46,934,000 ",0.29%
2020년 11월 19일,"33,900 ","33,600 ","34,050 ","33,450 ","60,000 ",0.44%
2020년 11월 18일,"33,750 ","34,050 ","34,450 ","33,550 ","8,000 ",-0.74%
2020년 11월 17일,"34,000 ","35,200 ","35,300 ","34,000 ","4,000 ",-2.02%
2020년 11월 16일,"34,700 ","34,200 ","35,350 ","33,900 ","5,000 ",0.43%
2020년 11월 13일,"34,550 ","33,400 ","34,600 ","33,350 ","36,405,000 ",2.22%
2020년 11월 12일,"33,800 ","34,600 ","34,750 ","33,650 ","16,000 ",-1.46%
2020년 11월 11일,"34,300 ","34,000 ","34,900 ","33,700 ","48,008,000 ",0.44%
2020년 11월 10일,"34,150 ","34,800 ","34,850 ","34,000 ","35,000 ",-2.43%
2020년 11월 09일,"35,000 ","35,300 ","35,450 ","34,700 ","352,000 ",0.14%
2020년 11월 06일,"34,950 ","36,050 ","36,350 ","34,950 ","55,986,000 ",-2.10%
2020년 11월 05일,"35,700 ","35,050 ","35,800 ","34,550 ","14,000 ",0.56%
2020년 11월 04일,"35,500 ","33,700 ","35,750 ","33,650 ","219,000 ",7.90%
2020년 11월 03일,"32,900 ","32,150 ","33,150 ","32,150 ","1,000 ",2.49%
2020년 11월 02일,"32,100 ","31,950 ","32,350 ","31,500 ","22,950,000 ",0.47%
2020년 10월 30일,"31,950 ","33,300 ","33,300 ","31,550 ","44,510,000 ",-4.34%
2020년 10월 29일,"33,400 ","31,800 ","33,450 ","31,500 ","130,000 ",2.30%
2020년 10월 28일,"32,650 ","31,300 ","32,800 ","31,250 ","45,068,000 ",3.49%
2020년 10월 27일,"31,550 ","30,700 ","32,300 ","30,400 ","20,000 ",1.61%
2020년 10월 26일,"31,050 ","32,550 ","33,050 ","30,900 ","2,000 ",-4.31%
2020년 10월 23일,"32,450 ","33,550 ","33,800 ","32,050 ","86,660,000 ",-3.28%
2020년 10월 22일,"33,550 ","34,700 ","34,700 ","33,500 ","23,000 ",-4.01%
2020년 10월 21일,"34,950 ","35,150 ","35,150 ","34,600 ","7,000 ",-0.14%
2020년 10월 20일,"35,000 ","34,950 ","35,400 ","34,150 ","111,000 ",-0.85%
2020년 10월 19일,"35,300 ","36,050 ","36,300 ","35,250 ","8,000 ",-2.22%
2020년 10월 16일,"36,100 ","36,000 ","36,700 ","35,700 ","47,460,000 ",0.70%
2020년 10월 15일,"35,850 ","36,100 ","36,800 ","35,500 ","144,000 ",-0.83%
2020년 10월 14일,"36,150 ","37,450 ","37,450 ","36,100 ","15,000 ",-3.34%
2020년 10월 13일,"37,400 ","37,600 ","37,650 ","36,800 ","7,000 ",0.13%
2020년 10월 12일,"37,350 ","36,700 ","37,800 ","36,650 ",0 ,2.33%
2020년 10월 08일,"36,500 ","37,450 ","37,500 ","36,500 ","57,347,000 ",-1.22%
2020년 10월 07일,"36,950 ","36,700 ","37,400 ","36,550 ",0 ,-0.40%
2020년 10월 06일,"37,100 ","37,900 ","37,950 ","37,100 ","14,000 ",-0.93%
2020년 10월 05일,"37,450 ","37,550 ","37,800 ","36,800 ","65,560,000 ",-0.13%
2020년 09월 29일,"37,500 ","38,600 ","38,750 ","37,000 ","1,160,000 ",-1.19%
2020년 09월 28일,"37,950 ","37,000 ","38,000 ","36,150 ","1,000 ",8.90%
2020년 09월 25일,"34,850 ","36,050 ","36,050 ","34,850 ","48,859,000 ",-1.83%
2020년 09월 24일,"35,500 ","36,150 ","37,150 ","35,450 ","1,000 ",-3.79%
2020년 09월 23일,"36,900 ","36,100 ","37,200 ","34,550 ","85,000 ",3.80%
2020년 09월 22일,"35,550 ","37,450 ","37,500 ","35,200 ","79,115,000 ",-3.92%
2020년 09월 21일,"37,000 ","36,950 ","37,750 ","36,400 ","363,000 ",-0.13%
2020년 09월 18일,"37,050 ","37,100 ","37,300 ","36,450 ","50,398,000 ",0.82%
2020년 09월 17일,"36,750 ","37,600 ","37,950 ","36,600 ","30,000 ",-2.26%
2020년 09월 16일,"37,600 ","38,250 ","38,750 ","37,400 ","72,000 ",-1.44%
2020년 09월 15일,"38,150 ","39,050 ","39,100 ","37,900 ","50,000 ",-1.80%
2020년 09월 14일,"38,850 ","39,550 ","40,300 ","38,550 ",0 ,-0.38%
2020년 09월 11일,"39,000 ","37,050 ","39,400 ","37,050 ","1,840,000 ",4.56%
2020년 09월 10일,"37,300 ","38,100 ","38,250 ","37,200 ","113,000 ",0.40%
2020년 09월 09일,"37,150 ","36,250 ","37,850 ","36,000 ","1,000 ",0.27%
2020년 09월 08일,"37,050 ","38,100 ","39,050 ","36,950 ","55,000 ",-0.40%
2020년 09월 07일,"37,200 ","35,700 ","37,500 ","34,950 ",0 ,7.20%
2020년 09월 04일,"34,700 ","34,200 ","34,900 ","34,100 ","1,350,000 ",-3.21%
2020년 09월 03일,"35,850 ","35,850 ","37,700 ","35,650 ","2,630,000 ",1.99%
2020년 09월 02일,"35,150 ","35,450 ","36,000 ","34,850 ","2,000 ",0.86%
2020년 09월 01일,"34,850 ","35,650 ","35,700 ","34,400 ","25,000 ",-1.97%
2020년 08월 31일,"35,550 ","36,400 ","36,750 ","35,300 ","89,000 ",0.00%
2020년 08월 28일,"35,550 ","35,450 ","36,250 ","35,150 ","82,035,000 ",1.43%
2020년 08월 27일,"35,050 ","35,600 ","36,400 ","35,050 ","18,000 ",-1.41%
2020년 08월 26일,"35,550 ","35,900 ","36,050 ","34,800 ","16,000 ",-1.52%
2020년 08월 25일,"36,100 ","36,700 ","36,700 ","35,350 ","24,000 ",-0.41%
2020년 08월 24일,"36,250 ","35,350 ","37,500 ","34,700 ","1,000 ",1.40%
2020년 08월 21일,"35,750 ","37,250 ","37,550 ","35,600 ","1,640,000 ",-2.32%
2020년 08월 20일,"36,600 ","37,850 ","38,200 ","35,200 ","70,000 ",-5.18%
2020년 08월 19일,"38,600 ","35,400 ","38,600 ","35,150 ","457,000 ",11.88%
2020년 08월 18일,"34,500 ","37,600 ","37,900 ","33,850 ","26,000 ",-6.50%
2020년 08월 14일,"36,900 ","37,200 ","37,950 ","35,850 ","2,020,000 ",0.00%
2020년 08월 13일,"36,900 ","35,300 ","37,450 ","34,850 ","5,000 ",6.34%
2020년 08월 12일,"34,700 ","33,550 ","34,800 ","32,800 ","1,000 ",3.43%
2020년 08월 11일,"33,550 ","34,300 ","34,300 ","33,450 ","104,000 ",-1.61%
2020년 08월 10일,"34,100 ","33,750 ","34,450 ","33,150 ","64,405,000 ",1.04%
2020년 08월 07일,"33,750 ","34,400 ","34,800 ","33,500 ","79,933,000 ",-1.32%
2020년 08월 06일,"34,200 ","34,050 ","34,750 ","33,850 ","1,000 ",-0.29%
2020년 08월 05일,"34,300 ","35,500 ","35,500 ","33,900 ","58,000 ",-2.56%
2020년 08월 04일,"35,200 ","34,800 ","35,200 ","33,850 ","6,000 ",0.86%
2020년 08월 03일,"34,900 ","34,700 ","35,650 ","34,300 ","13,000 ",2.35%
2020년 07월 31일,"34,100 ","35,350 ","35,350 ","34,050 ","1,140,000 ",-2.99%
2020년 07월 30일,"35,150 ","34,000 ","35,800 ","33,500 ","208,000 ",5.08%
2020년 07월 29일,"33,450 ","33,750 ","34,650 ","32,900 ","52,000 ",0.45%
2020년 07월 28일,"33,300 ","31,600 ","34,450 ","31,400 ","775,000 ",7.25%
2020년 07월 27일,"31,050 ","29,950 ","31,300 ","29,900 ","2,000 ",2.99%
2020년 07월 24일,"30,150 ","30,300 ","30,950 ","30,050 ","60,364,000 ",-1.95%
2020년 07월 23일,"30,750 ","30,350 ","31,000 ","30,250 ","57,693,000 ",1.15%
2020년 07월 22일,"30,400 ","30,950 ","30,950 ","30,150 ","20,000 ",-1.62%
2020년 07월 21일,"30,900 ","31,650 ","31,650 ","30,900 ","30,000 ",-1.44%
2020년 07월 20일,"31,350 ","31,650 ","31,850 ","30,800 ","66,560,000 ",0.00%
2020년 07월 17일,"31,350 ","30,900 ","31,700 ","30,850 ","60,602,000 ",1.46%
2020년 07월 16일,"30,900 ","32,100 ","32,400 ","30,500 ","25,000 ",-2.98%
2020년 07월 15일,"31,850 ","31,150 ","32,400 ","31,150 ",0 ,3.58%
2020년 07월 14일,"30,750 ","30,200 ","31,100 ","30,100 ","5,000 ",0.82%
2020년 07월 13일,"30,500 ","30,150 ","30,500 ","30,050 ","27,000 ",0.16%
2020년 07월 10일,"30,450 ","29,100 ","30,950 ","29,050 ","2,460,000 ",4.64%
2020년 07월 09일,"29,100 ","29,450 ","29,450 ","29,000 ","14,000 ",-0.34%
2020년 07월 08일,"29,200 ","29,350 ","29,700 ","29,100 ","54,945,000 ",-0.68%
2020년 07월 07일,"29,400 ","30,550 ","30,550 ","29,250 ","18,000 ",-3.29%
2020년 07월 06일,"30,400 ","28,550 ","30,400 ","28,500 ","1,600,000 ",6.29%
2020년 07월 03일,"28,600 ","28,700 ","28,850 ","28,350 ","37,608,000 ",-0.17%
2020년 07월 02일,"28,650 ","28,850 ","28,900 ","28,250 ","1,000 ",0.53%
2020년 07월 01일,"28,500 ","29,400 ","29,500 ","28,350 ","60,420,000 ",-1.21%
2020년 06월 30일,"28,850 ","29,500 ","30,250 ","28,850 ","24,000 ",0.35%
2020년 06월 29일,"28,750 ","28,300 ","29,450 ","28,200 ","32,000 ",-0.35%
2020년 06월 26일,"28,850 ","28,800 ","29,050 ","28,050 ","68,858,000 ",1.94%
2020년 06월 25일,"28,300 ","28,650 ","29,350 ","28,100 ","1,150,000 ",-4.07%
