날짜,종가,오픈,고가,저가,거래량,변동 %
2018년 02월 05일,"70,200 ","70,200 ","70,900 ","69,800 ","4,020,000 ",-2.77%
2018년 02월 02일,"72,200 ","74,500 ","74,600 ","71,800 ","4,330,000 ",-2.96%
2018년 02월 01일,"74,400 ","74,900 ","75,200 ","74,000 ","2,980,000 ",1.22%
2018년 01월 31일,"73,500 ","72,200 ","74,500 ","72,200 ","5,780,000 ",0.55%
2018년 01월 30일,"73,100 ","74,300 ","74,600 ","73,100 ","5,400,000 ",-2.92%
2018년 01월 29일,"75,300 ","76,500 ","77,000 ","75,000 ","3,600,000 ",-0.26%
2018년 01월 26일,"75,500 ","76,400 ","76,400 ","74,200 ","4,290,000 ",-0.40%
2018년 01월 25일,"75,800 ","73,400 ","76,200 ","72,300 ","8,590,000 ",4.70%
2018년 01월 24일,"72,400 ","71,600 ","73,200 ","71,500 ","3,790,000 ",1.54%
2018년 01월 23일,"71,300 ","71,800 ","72,200 ","70,900 ","4,630,000 ",0.28%
2018년 01월 22일,"71,100 ","72,800 ","72,800 ","70,700 ","5,470,000 ",-3.00%
2018년 01월 19일,"73,300 ","75,300 ","75,800 ","73,000 ","3,890,000 ",-2.53%
2018년 01월 18일,"75,200 ","75,800 ","76,800 ","74,600 ","6,180,000 ",1.48%
2018년 01월 17일,"74,100 ","74,400 ","75,000 ","73,700 ","3,230,000 ",-0.40%
2018년 01월 16일,"74,400 ","72,700 ","74,700 ","72,700 ","4,360,000 ",2.34%
2018년 01월 15일,"72,700 ","73,700 ","74,100 ","72,500 ","3,510,000 ",-2.28%
2018년 01월 12일,"74,400 ","73,300 ","74,500 ","72,000 ","5,630,000 ",2.48%
2018년 01월 11일,"72,600 ","73,200 ","73,800 ","72,000 ","3,740,000 ",-0.41%
2018년 01월 10일,"72,900 ","76,700 ","76,700 ","72,500 ","9,080,000 ",-5.20%
2018년 01월 09일,"76,900 ","78,300 ","78,900 ","76,300 ","3,310,000 ",-1.66%
2018년 01월 08일,"78,200 ","79,500 ","80,000 ","77,400 ","2,940,000 ",-1.39%
2018년 01월 05일,"79,300 ","78,400 ","79,400 ","78,300 ","3,380,000 ",2.85%
2018년 01월 04일,"77,100 ","78,700 ","79,700 ","77,100 ","3,710,000 ",-0.77%
2018년 01월 03일,"77,700 ","78,100 ","78,800 ","77,300 ","3,070,000 ",1.44%
2018년 01월 02일,"76,600 ","77,300 ","77,300 ","76,200 ","2,000,000 ",0.13%
2017년 12월 28일,"76,500 ","75,400 ","76,700 ","75,200 ","2,800,000 ",1.86%
2017년 12월 27일,"75,100 ","75,400 ","76,400 ","74,400 ","4,280,000 ",1.49%
2017년 12월 26일,"74,000 ","76,600 ","76,900 ","74,000 ","6,220,000 ",-3.52%
2017년 12월 22일,"76,700 ","76,400 ","77,400 ","76,300 ","3,350,000 ",-0.39%
2017년 12월 21일,"77,000 ","80,200 ","80,600 ","76,900 ","4,820,000 ",-3.87%
2017년 12월 20일,"80,100 ","80,900 ","81,600 ","79,900 ","4,370,000 ",-0.12%
2017년 12월 19일,"80,200 ","78,400 ","80,800 ","78,200 ","6,770,000 ",3.89%
2017년 12월 18일,"77,200 ","76,200 ","77,300 ","75,900 ","3,150,000 ",1.98%
2017년 12월 15일,"75,700 ","77,100 ","77,400 ","75,600 ","3,310,000 ",-0.39%
2017년 12월 14일,"76,000 ","77,200 ","77,600 ","76,000 ","5,490,000 ",-1.04%
2017년 12월 13일,"76,800 ","77,400 ","77,500 ","76,200 ","3,460,000 ",-1.29%
2017년 12월 12일,"77,800 ","79,000 ","79,000 ","77,100 ","3,190,000 ",-1.14%
2017년 12월 11일,"78,700 ","79,000 ","79,500 ","78,000 ","2,470,000 ",0.00%
2017년 12월 08일,"78,700 ","77,500 ","78,900 ","76,900 ","3,640,000 ",3.55%
2017년 12월 07일,"76,000 ","78,300 ","78,300 ","75,600 ","5,130,000 ",-1.94%
2017년 12월 06일,"77,500 ","78,700 ","79,500 ","77,200 ","3,920,000 ",-0.51%
2017년 12월 05일,"77,900 ","77,600 ","79,300 ","77,100 ","3,710,000 ",-1.52%
2017년 12월 04일,"79,100 ","77,600 ","79,200 ","76,800 ","4,090,000 ",2.20%
2017년 12월 01일,"77,400 ","77,200 ","78,800 ","77,100 ","4,200,000 ",0.78%
2017년 11월 30일,"76,800 ","77,000 ","79,600 ","76,800 ","10,740,000 ",-6.80%
2017년 11월 29일,"82,400 ","82,900 ","83,000 ","82,100 ","2,400,000 ",-0.24%
2017년 11월 28일,"82,600 ","82,900 ","83,600 ","81,200 ","4,070,000 ",-0.60%
2017년 11월 27일,"83,100 ","86,000 ","86,700 ","82,000 ","6,910,000 ",-2.35%
2017년 11월 24일,"85,100 ","84,500 ","85,400 ","83,900 ","2,060,000 ",0.47%
2017년 11월 23일,"84,700 ","86,200 ","86,300 ","84,500 ","2,820,000 ",-2.42%
2017년 11월 22일,"86,800 ","86,500 ","87,700 ","86,100 ","4,570,000 ",2.12%
2017년 11월 21일,"85,000 ","83,200 ","85,000 ","82,800 ","5,510,000 ",3.53%
2017년 11월 20일,"82,100 ","83,300 ","83,300 ","81,800 ","2,980,000 ",-1.08%
2017년 11월 17일,"83,000 ","83,300 ","84,800 ","83,000 ","4,250,000 ",0.61%
2017년 11월 16일,"82,500 ","82,300 ","82,800 ","81,200 ","3,050,000 ",0.61%
2017년 11월 15일,"82,000 ","83,800 ","84,200 ","81,900 ","3,190,000 ",-1.68%
2017년 11월 14일,"83,400 ","83,000 ","84,500 ","82,900 ","3,390,000 ",1.34%
2017년 11월 13일,"82,300 ","82,000 ","83,100 ","81,800 ","2,940,000 ",0.37%
2017년 11월 12일,"82,000 ","82,000 ","82,000 ","82,000 ","31,000 ",0.00%
2017년 11월 09일,"82,400 ","83,200 ","83,500 ","81,600 ","3,740,000 ",-0.96%
2017년 11월 08일,"83,200 ","82,100 ","84,400 ","81,800 ","3,390,000 ",0.97%
2017년 11월 07일,"82,400 ","82,800 ","83,300 ","82,200 ","2,980,000 ",-1.32%
2017년 11월 06일,"83,500 ","83,600 ","84,100 ","83,000 ","3,120,000 ",-1.07%
2017년 11월 03일,"84,400 ","83,400 ","84,500 ","81,900 ","4,020,000 ",1.20%
2017년 11월 02일,"83,400 ","85,000 ","85,100 ","83,200 ","4,450,000 ",-2.23%
2017년 11월 01일,"85,300 ","86,000 ","86,000 ","84,000 ","6,980,000 ",3.77%
2017년 10월 31일,"82,200 ","80,000 ","82,700 ","79,200 ","6,600,000 ",3.01%
2017년 10월 30일,"79,800 ","79,600 ","81,300 ","79,100 ","5,870,000 ",1.79%
2017년 10월 27일,"78,400 ","78,100 ","78,700 ","76,500 ","8,870,000 ",-0.38%
2017년 10월 26일,"78,700 ","80,000 ","82,000 ","78,500 ","7,500,000 ",-3.67%
2017년 10월 25일,"81,700 ","82,100 ","82,600 ","80,300 ","3,890,000 ",-0.12%
2017년 10월 24일,"81,800 ","84,000 ","84,200 ","81,600 ","5,190,000 ",-3.42%
2017년 10월 23일,"84,700 ","82,600 ","84,700 ","82,100 ","5,370,000 ",4.31%
2017년 10월 20일,"81,200 ","79,800 ","82,400 ","79,600 ","6,850,000 ",2.78%
2017년 10월 19일,"79,000 ","79,900 ","81,800 ","79,000 ","7,620,000 ",-2.35%
2017년 10월 18일,"80,900 ","83,200 ","83,300 ","80,000 ","9,000,000 ",-3.11%
2017년 10월 17일,"83,500 ","85,700 ","86,600 ","83,500 ","6,750,000 ",-0.83%
2017년 10월 16일,"84,200 ","86,100 ","87,100 ","82,800 ","6,970,000 ",-2.21%
2017년 10월 13일,"86,100 ","88,500 ","88,500 ","85,600 ","6,070,000 ",-2.71%
2017년 10월 12일,"88,500 ","89,200 ","89,900 ","88,100 ","4,300,000 ",-0.67%
2017년 10월 11일,"89,100 ","89,900 ","90,300 ","88,100 ","5,470,000 ",0.45%
2017년 09월 29일,"82,900 ","83,300 ","84,300 ","82,200 ","3,550,000 ",-0.36%
2017년 09월 28일,"83,200 ","84,500 ","85,500 ","82,500 ","4,800,000 ",0.97%
2017년 09월 27일,"82,400 ","83,100 ","83,800 ","81,400 ","4,880,000 ",0.37%
2017년 09월 26일,"82,100 ","84,100 ","85,100 ","81,000 ","10,950,000 ",-4.87%
2017년 09월 25일,"86,300 ","83,600 ","86,300 ","83,600 ","4,620,000 ",3.85%
2017년 09월 22일,"83,100 ","82,900 ","84,300 ","82,000 ","5,690,000 ",0.00%
2017년 09월 21일,"83,100 ","81,100 ","83,400 ","80,400 ","6,500,000 ",2.97%
2017년 09월 20일,"80,700 ","79,300 ","81,200 ","78,400 ","5,250,000 ",1.89%
2017년 09월 19일,"79,200 ","80,100 ","80,500 ","78,500 ","3,920,000 ",-0.63%
2017년 09월 18일,"79,700 ","78,200 ","80,000 ","77,700 ","3,550,000 ",3.24%
2017년 09월 15일,"77,200 ","76,100 ","77,500 ","76,000 ","2,710,000 ",0.52%
2017년 09월 14일,"76,800 ","76,300 ","76,800 ","75,700 ","3,360,000 ",1.45%
2017년 09월 13일,"75,700 ","75,000 ","77,400 ","74,300 ","5,580,000 ",1.34%
2017년 09월 12일,"74,700 ","74,800 ","74,900 ","73,500 ","3,450,000 ",1.22%
2017년 09월 11일,"73,800 ","73,600 ","74,200 ","73,200 ","3,310,000 ",1.65%
2017년 09월 08일,"72,600 ","72,000 ","72,800 ","71,500 ","2,850,000 ",1.68%
2017년 09월 07일,"71,400 ","71,600 ","72,800 ","71,200 ","3,850,000 ",-0.42%
2017년 09월 06일,"71,700 ","69,900 ","71,900 ","69,700 ","4,430,000 ",2.58%
2017년 09월 05일,"69,900 ","68,600 ","70,100 ","67,900 ","4,020,000 ",2.64%
2017년 09월 04일,"68,100 ","66,600 ","68,600 ","66,600 ","3,180,000 ",-0.87%
2017년 09월 01일,"68,700 ","69,000 ","69,200 ","67,700 ","2,290,000 ",0.15%
2017년 08월 31일,"68,600 ","68,900 ","69,300 ","68,200 ","2,050,000 ",0.15%
2017년 08월 30일,"68,500 ","68,300 ","68,900 ","68,100 ","2,100,000 ",1.33%
2017년 08월 29일,"67,600 ","67,300 ","67,900 ","66,400 ","2,950,000 ",-0.44%
2017년 08월 28일,"67,900 ","68,000 ","68,100 ","67,100 ","1,840,000 ",-0.73%
2017년 08월 25일,"68,400 ","68,300 ","68,400 ","67,600 ","1,850,000 ",0.44%
2017년 08월 24일,"68,100 ","68,200 ","68,700 ","67,500 ","2,320,000 ",0.15%
2017년 08월 23일,"68,000 ","69,000 ","69,000 ","67,600 ","3,070,000 ",-0.29%
2017년 08월 22일,"68,200 ","67,400 ","68,200 ","67,200 ","2,190,000 ",1.49%
2017년 08월 21일,"67,200 ","67,300 ","67,800 ","66,600 ","2,560,000 ",0.30%
2017년 08월 18일,"67,000 ","64,900 ","67,300 ","64,800 ","3,120,000 ",0.90%
2017년 08월 17일,"66,400 ","66,800 ","67,300 ","66,100 ","3,690,000 ",0.45%
2017년 08월 16일,"66,100 ","67,200 ","67,300 ","65,800 ","4,710,000 ",1.54%
2017년 08월 14일,"65,100 ","63,000 ","65,100 ","62,300 ","5,200,000 ",6.03%
2017년 08월 11일,"61,400 ","62,000 ","63,000 ","61,400 ","6,630,000 ",-4.66%
2017년 08월 10일,"64,400 ","63,700 ","64,600 ","63,200 ","4,400,000 ",0.31%
2017년 08월 09일,"64,200 ","65,400 ","65,400 ","64,000 ","4,000,000 ",-3.17%
2017년 08월 08일,"66,300 ","64,900 ","66,400 ","64,800 ","4,320,000 ",3.43%
2017년 08월 07일,"64,100 ","64,000 ","65,000 ","63,700 ","3,480,000 ",0.16%
2017년 08월 04일,"64,000 ","65,100 ","66,100 ","63,200 ","5,920,000 ",-2.29%
2017년 08월 03일,"65,500 ","67,900 ","67,900 ","65,200 ","4,980,000 ",-3.68%
2017년 08월 02일,"68,000 ","67,900 ","68,200 ","66,600 ","4,150,000 ",3.82%
2017년 08월 01일,"65,500 ","65,300 ","66,500 ","64,700 ","3,720,000 ",-0.76%
2017년 07월 31일,"66,000 ","63,700 ","66,000 ","63,700 ","4,760,000 ",2.17%
2017년 07월 28일,"64,600 ","67,800 ","67,900 ","64,200 ","8,020,000 ",-5.56%
2017년 07월 27일,"68,400 ","66,800 ","69,500 ","66,800 ","6,160,000 ",2.40%
2017년 07월 26일,"66,800 ","69,600 ","69,900 ","66,700 ","9,620,000 ",-5.11%
2017년 07월 25일,"70,400 ","72,900 ","73,000 ","70,100 ","6,010,000 ",-3.56%
2017년 07월 24일,"73,000 ","71,300 ","73,000 ","71,000 ","3,580,000 ",2.53%
2017년 07월 21일,"71,200 ","70,800 ","71,300 ","70,300 ","1,590,000 ",-0.14%
2017년 07월 20일,"71,300 ","71,400 ","71,700 ","70,800 ","1,620,000 ",0.42%
2017년 07월 19일,"71,000 ","71,200 ","71,200 ","70,000 ","2,000,000 ",0.28%
2017년 07월 18일,"70,800 ","70,700 ","71,800 ","70,600 ","2,020,000 ",-0.56%
2017년 07월 17일,"71,200 ","71,800 ","71,900 ","70,200 ","2,800,000 ",0.14%
2017년 07월 14일,"71,100 ","71,400 ","72,200 ","70,700 ","2,930,000 ",0.71%
2017년 07월 13일,"70,600 ","69,500 ","71,900 ","69,200 ","5,420,000 ",2.47%
2017년 07월 12일,"68,900 ","68,700 ","69,500 ","68,400 ","3,400,000 ",-0.14%
2017년 07월 11일,"69,000 ","67,400 ","69,000 ","66,900 ","3,170,000 ",2.53%
2017년 07월 10일,"67,300 ","67,000 ","67,500 ","65,700 ","2,650,000 ",1.05%
2017년 07월 07일,"66,600 ","67,600 ","68,400 ","66,100 ","3,220,000 ",-2.20%
2017년 07월 06일,"68,100 ","69,000 ","69,400 ","67,500 ","4,040,000 ",0.15%
2017년 07월 05일,"68,000 ","65,600 ","68,200 ","65,300 ","4,400,000 ",3.34%
2017년 07월 04일,"65,800 ","65,900 ","67,100 ","65,300 ","2,880,000 ",-0.75%
2017년 07월 03일,"66,300 ","66,500 ","66,900 ","65,500 ","3,750,000 ",-1.63%
2017년 06월 30일,"67,400 ","67,400 ","67,800 ","67,000 ","3,170,000 ",-1.61%
2017년 06월 29일,"68,500 ","67,900 ","68,800 ","67,100 ","3,640,000 ",1.93%
2017년 06월 28일,"67,200 ","68,100 ","69,200 ","66,800 ","5,490,000 ",-2.89%
2017년 06월 27일,"69,200 ","68,200 ","69,600 ","67,000 ","4,930,000 ",2.52%
2017년 06월 26일,"67,500 ","65,000 ","67,500 ","65,000 ","3,500,000 ",3.85%
2017년 06월 23일,"65,000 ","64,500 ","65,400 ","63,500 ","3,100,000 ",0.00%
2017년 06월 22일,"65,000 ","66,500 ","66,500 ","64,500 ","4,890,000 ",0.31%
2017년 06월 21일,"64,800 ","63,300 ","66,300 ","62,900 ","5,630,000 ",1.25%
2017년 06월 20일,"64,000 ","64,700 ","65,400 ","63,700 ","6,490,000 ",1.91%
2017년 06월 19일,"62,800 ","61,300 ","63,200 ","61,300 ","5,300,000 ",3.80%
2017년 06월 16일,"60,500 ","61,100 ","61,600 ","59,900 ","3,920,000 ",-0.17%
2017년 06월 15일,"60,600 ","59,300 ","61,000 ","59,300 ","4,490,000 ",2.19%
2017년 06월 14일,"59,300 ","59,200 ","60,000 ","58,800 ","4,300,000 ",0.85%
2017년 06월 13일,"58,800 ","57,700 ","58,900 ","56,900 ","3,410,000 ",2.26%
2017년 06월 12일,"57,500 ","57,200 ","57,900 ","56,800 ","2,640,000 ",-1.37%
2017년 06월 09일,"58,300 ","56,700 ","58,400 ","56,500 ","4,790,000 ",2.82%
2017년 06월 08일,"56,700 ","56,500 ","57,000 ","56,200 ","3,940,000 ",0.35%
2017년 06월 07일,"56,500 ","55,900 ","56,900 ","55,400 ","3,000,000 ",0.71%
2017년 06월 05일,"56,100 ","57,200 ","57,200 ","55,900 ","2,490,000 ",-1.75%
2017년 06월 02일,"57,100 ","56,900 ","57,500 ","56,400 ","2,460,000 ",1.24%
2017년 06월 01일,"56,400 ","56,700 ","56,900 ","56,100 ","2,000,000 ",-1.05%
2017년 05월 31일,"57,000 ","57,400 ","57,900 ","56,500 ","3,260,000 ",-0.70%
2017년 05월 30일,"57,400 ","58,200 ","58,400 ","56,600 ","2,340,000 ",-0.86%
2017년 05월 29일,"57,900 ","57,700 ","58,800 ","57,100 ","3,290,000 ",1.40%
2017년 05월 26일,"57,100 ","56,000 ","57,100 ","56,000 ","3,120,000 ",2.33%
2017년 05월 25일,"55,800 ","56,400 ","56,400 ","55,400 ","1,990,000 ",0.00%
2017년 05월 24일,"55,800 ","55,700 ","56,500 ","55,600 ","2,320,000 ",1.27%
2017년 05월 23일,"55,100 ","56,400 ","56,500 ","55,000 ","2,400,000 ",-1.61%
2017년 05월 22일,"56,000 ","54,900 ","56,000 ","54,800 ","2,540,000 ",3.32%
2017년 05월 19일,"54,200 ","55,100 ","55,600 ","54,200 ","2,800,000 ",-2.69%
2017년 05월 18일,"55,700 ","53,600 ","55,700 ","53,400 ","3,480,000 ",1.83%
2017년 05월 17일,"54,700 ","55,400 ","55,700 ","54,400 ","2,480,000 ",-1.08%
2017년 05월 16일,"55,300 ","56,200 ","56,800 ","55,200 ","2,540,000 ",-0.54%
2017년 05월 15일,"55,600 ","55,300 ","56,100 ","55,300 ","1,540,000 ",0.54%
2017년 05월 12일,"55,300 ","56,400 ","56,400 ","55,100 ","2,270,000 ",-1.95%
2017년 05월 11일,"56,400 ","56,000 ","56,400 ","54,800 ","3,380,000 ",1.44%
2017년 05월 10일,"55,600 ","57,400 ","58,100 ","55,200 ","4,760,000 ",-2.28%
2017년 05월 08일,"56,900 ","56,000 ","57,000 ","55,700 ","3,800,000 ",1.79%
2017년 05월 04일,"55,900 ","55,900 ","55,900 ","55,000 ","2,770,000 ",0.90%
2017년 05월 02일,"55,400 ","55,300 ","55,900 ","54,800 ","4,340,000 ",2.59%
2017년 04월 28일,"54,000 ","53,600 ","54,700 ","53,400 ","3,560,000 ",0.75%
2017년 04월 27일,"53,600 ","53,800 ","53,900 ","52,700 ","2,740,000 ",-0.19%
2017년 04월 26일,"53,700 ","53,100 ","54,200 ","53,000 ","5,590,000 ",2.48%
2017년 04월 25일,"52,400 ","52,800 ","52,800 ","51,300 ","5,310,000 ",0.00%
2017년 04월 24일,"52,400 ","52,700 ","53,200 ","52,100 ","3,150,000 ",0.77%
2017년 04월 21일,"52,000 ","51,800 ","52,500 ","51,300 ","3,810,000 ",1.17%
2017년 04월 20일,"51,400 ","49,750 ","51,700 ","49,700 ","3,420,000 ",3.11%
2017년 04월 19일,"49,850 ","50,300 ","50,400 ","49,850 ","1,560,000 ",-0.70%
2017년 04월 18일,"50,200 ","49,600 ","50,400 ","49,300 ","1,890,000 ",2.03%
2017년 04월 17일,"49,200 ","50,200 ","50,300 ","49,100 ","2,000,000 ",-1.20%
2017년 04월 14일,"49,800 ","49,750 ","50,700 ","49,450 ","2,840,000 ",0.10%
2017년 04월 13일,"49,750 ","49,100 ","50,200 ","48,650 ","2,360,000 ",1.53%
2017년 04월 12일,"49,000 ","48,800 ","49,200 ","48,550 ","1,680,000 ",0.31%
2017년 04월 11일,"48,850 ","48,550 ","49,350 ","48,400 ","2,380,000 ",-0.31%
2017년 04월 10일,"49,000 ","49,700 ","49,750 ","48,950 ","1,750,000 ",-1.61%
2017년 04월 07일,"49,800 ","49,450 ","49,800 ","48,700 ","2,640,000 ",0.81%
2017년 04월 06일,"49,400 ","50,300 ","50,500 ","49,100 ","2,990,000 ",-1.79%
2017년 04월 05일,"50,300 ","50,600 ","51,000 ","49,950 ","2,740,000 ",-1.37%
2017년 04월 04일,"51,000 ","52,100 ","52,200 ","50,800 ","2,190,000 ",-1.54%
2017년 04월 03일,"51,800 ","50,800 ","51,900 ","50,700 ","2,350,000 ",2.57%
2017년 03월 31일,"50,500 ","50,800 ","50,800 ","49,900 ","2,650,000 ",-0.79%
2017년 03월 30일,"50,900 ","51,100 ","51,500 ","50,200 ","2,200,000 ",-0.78%
2017년 03월 29일,"51,300 ","51,000 ","52,200 ","50,800 ","4,100,000 ",0.98%
2017년 03월 28일,"50,800 ","51,200 ","51,300 ","50,000 ","2,860,000 ",0.20%
2017년 03월 27일,"50,700 ","50,000 ","51,100 ","49,950 ","5,600,000 ",2.42%
2017년 03월 24일,"49,500 ","50,000 ","50,200 ","49,300 ","5,160,000 ",2.17%
2017년 03월 23일,"48,450 ","48,950 ","49,300 ","48,150 ","2,470,000 ",-0.41%
2017년 03월 22일,"48,650 ","47,000 ","48,800 ","47,000 ","4,150,000 ",2.31%
2017년 03월 21일,"47,550 ","47,900 ","48,250 ","47,000 ","3,710,000 ",-0.11%
2017년 03월 20일,"47,600 ","46,950 ","47,650 ","46,550 ","3,920,000 ",1.82%
2017년 03월 17일,"46,750 ","48,400 ","48,400 ","46,600 ","7,950,000 ",-4.88%
2017년 03월 16일,"49,150 ","49,350 ","49,650 ","48,500 ","3,430,000 ",0.72%
2017년 03월 15일,"48,800 ","49,350 ","49,500 ","48,550 ","4,680,000 ",-2.98%
2017년 03월 14일,"50,300 ","51,800 ","51,900 ","50,300 ","4,020,000 ",-1.37%
2017년 03월 13일,"51,000 ","49,550 ","51,100 ","49,300 ","4,940,000 ",3.66%
2017년 03월 10일,"49,200 ","48,100 ","49,550 ","47,500 ","3,820,000 ",2.50%
2017년 03월 09일,"48,000 ","48,200 ","48,850 ","48,000 ","2,870,000 ",0.00%
2017년 03월 08일,"48,000 ","48,800 ","49,300 ","47,900 ","3,650,000 ",-1.64%
2017년 03월 07일,"48,800 ","49,100 ","49,300 ","48,050 ","3,430,000 ",-1.11%
2017년 03월 06일,"49,350 ","47,600 ","49,400 ","47,550 ","4,970,000 ",4.78%
2017년 03월 03일,"47,100 ","47,650 ","48,250 ","46,700 ","3,930,000 ",-1.26%
2017년 03월 02일,"47,700 ","46,850 ","47,850 ","46,800 ","6,860,000 ",2.14%
2017년 02월 28일,"46,700 ","46,600 ","47,600 ","46,200 ","5,430,000 ",1.52%
2017년 02월 27일,"46,000 ","46,850 ","47,000 ","45,650 ","7,590,000 ",-3.16%
2017년 02월 24일,"47,500 ","49,850 ","50,000 ","47,400 ","7,650,000 ",-5.38%
2017년 02월 23일,"50,200 ","50,000 ","50,400 ","49,050 ","3,350,000 ",-0.79%
2017년 02월 22일,"50,600 ","51,600 ","51,700 ","50,600 ","2,670,000 ",-0.59%
2017년 02월 21일,"50,900 ","49,950 ","51,000 ","49,350 ","2,180,000 ",2.00%
2017년 02월 20일,"49,900 ","50,900 ","51,000 ","49,600 ","2,260,000 ",-0.99%
2017년 02월 17일,"50,400 ","50,400 ","51,100 ","50,200 ","4,890,000 ",1.61%
2017년 02월 16일,"49,600 ","48,350 ","49,600 ","48,200 ","4,820,000 ",3.55%
2017년 02월 15일,"47,900 ","48,300 ","48,700 ","47,550 ","8,590,000 ",-1.14%
2017년 02월 14일,"48,450 ","51,100 ","51,600 ","48,100 ","8,570,000 ",-4.44%
2017년 02월 13일,"50,700 ","49,550 ","51,000 ","49,500 ","4,080,000 ",1.40%
2017년 02월 10일,"50,000 ","52,000 ","52,200 ","50,000 ","8,910,000 ",-5.12%
2017년 02월 09일,"52,700 ","53,100 ","53,700 ","52,500 ","6,540,000 ",-3.48%
2017년 02월 08일,"54,600 ","53,700 ","54,600 ","52,400 ","3,480,000 ",2.44%
2017년 02월 07일,"53,300 ","53,800 ","54,500 ","53,100 ","2,400,000 ",-0.74%
2017년 02월 06일,"53,700 ","54,200 ","54,400 ","53,300 ","1,890,000 ",0.00%
2017년 02월 03일,"53,700 ","52,500 ","53,700 ","51,800 ","3,540,000 ",1.70%
2017년 02월 02일,"52,800 ","53,500 ","54,000 ","52,700 ","3,480,000 ",-2.22%
2017년 02월 01일,"54,000 ","54,300 ","54,900 ","53,700 ","2,790,000 ",0.56%
2017년 01월 26일,"53,300 ","52,500 ","53,500 ","52,400 ","4,510,000 ",3.09%
2017년 01월 25일,"51,700 ","52,200 ","52,500 ","51,600 ","2,710,000 ",0.19%
2017년 01월 24일,"51,600 ","51,300 ","52,000 ","51,100 ","3,440,000 ",1.57%
2017년 01월 23일,"50,800 ","49,950 ","51,000 ","49,900 ","4,130,000 ",3.36%
2017년 01월 20일,"49,150 ","49,700 ","50,100 ","49,150 ","1,940,000 ",-0.91%
2017년 01월 19일,"49,600 ","49,550 ","50,100 ","49,100 ","2,310,000 ",1.54%
2017년 01월 18일,"48,850 ","48,950 ","49,400 ","48,300 ","2,970,000 ",-0.91%
2017년 01월 17일,"49,300 ","49,300 ","50,200 ","49,250 ","2,300,000 ",0.00%
2017년 01월 16일,"49,300 ","50,100 ","50,300 ","48,800 ","4,560,000 ",-1.99%
2017년 01월 13일,"50,300 ","49,850 ","50,700 ","49,850 ","4,210,000 ",-0.59%
2017년 01월 12일,"50,600 ","51,600 ","51,600 ","50,400 ","5,010,000 ",-1.94%
2017년 01월 11일,"51,600 ","50,000 ","51,900 ","50,000 ","4,310,000 ",3.72%
2017년 01월 10일,"49,750 ","49,850 ","50,200 ","49,200 ","2,560,000 ",0.40%
2017년 01월 09일,"49,550 ","48,500 ","49,750 ","48,200 ","3,710,000 ",3.23%
2017년 01월 06일,"48,000 ","47,700 ","48,450 ","47,600 ","3,080,000 ",2.24%
2017년 01월 05일,"46,950 ","47,000 ","47,500 ","46,850 ","2,370,000 ",0.97%
2017년 01월 04일,"46,500 ","47,000 ","47,150 ","46,200 ","2,630,000 ",-1.59%
2017년 01월 03일,"47,250 ","46,200 ","47,300 ","46,200 ","2,650,000 ",3.17%
2017년 01월 02일,"45,800 ","44,750 ","46,000 ","44,600 ","1,540,000 ",2.46%
2016년 12월 29일,"44,700 ","45,150 ","45,200 ","44,600 ","1,810,000 ",-1.43%
2016년 12월 28일,"45,350 ","45,350 ","45,750 ","45,100 ","1,290,000 ",-0.66%
2016년 12월 27일,"45,650 ","45,550 ","45,950 ","45,400 ","1,170,000 ",0.00%
2016년 12월 26일,"45,650 ","46,200 ","46,600 ","45,250 ","1,600,000 ",-1.40%
2016년 12월 23일,"46,300 ","46,200 ","46,400 ","45,950 ","2,500,000 ",1.76%
2016년 12월 22일,"45,500 ","46,000 ","46,650 ","45,150 ","4,020,000 ",1.11%
2016년 12월 21일,"45,000 ","45,500 ","45,750 ","45,000 ","1,660,000 ",-0.33%
2016년 12월 20일,"45,150 ","45,400 ","45,550 ","44,950 ","1,100,000 ",0.00%
2016년 12월 19일,"45,150 ","46,250 ","46,300 ","45,050 ","1,990,000 ",-2.69%
2016년 12월 16일,"46,400 ","45,800 ","46,450 ","45,700 ","2,100,000 ",1.75%
2016년 12월 15일,"45,600 ","45,850 ","46,050 ","45,000 ","1,820,000 ",-0.55%
2016년 12월 14일,"45,850 ","45,350 ","46,100 ","45,350 ","2,010,000 ",2.00%
2016년 12월 13일,"44,950 ","44,700 ","45,700 ","44,700 ","1,810,000 ",-0.77%
2016년 12월 12일,"45,300 ","45,750 ","45,850 ","44,850 ","1,440,000 ",-0.44%
2016년 12월 09일,"45,500 ","46,450 ","46,750 ","45,450 ","3,000,000 ",-1.62%
2016년 12월 08일,"46,250 ","46,200 ","46,650 ","46,100 ","3,310,000 ",2.21%
2016년 12월 07일,"45,250 ","45,750 ","45,800 ","45,200 ","1,980,000 ",0.11%
2016년 12월 06일,"45,200 ","44,700 ","45,500 ","44,600 ","3,090,000 ",1.80%
2016년 12월 05일,"44,400 ","44,050 ","44,600 ","43,800 ","1,700,000 ",0.00%
2016년 12월 02일,"44,400 ","43,350 ","44,500 ","43,300 ","4,000,000 ",0.45%
2016년 12월 01일,"44,200 ","43,000 ","44,400 ","43,000 ","3,440,000 ",3.03%
2016년 11월 30일,"42,900 ","42,900 ","43,800 ","42,650 ","4,240,000 ",1.18%
