날짜,종가,오픈,고가,저가,거래량,변동 %
2019년 04월 17일,"80,200 ","81,000 ","82,300 ","80,000 ","2,850,000 ",-0.25%
2019년 04월 16일,"80,400 ","79,900 ","80,800 ","79,100 ","2,200,000 ",0.88%
2019년 04월 15일,"79,700 ","79,000 ","79,900 ","78,600 ","2,020,000 ",2.05%
2019년 04월 12일,"78,100 ","77,400 ","78,800 ","77,400 ","1,970,000 ",-0.38%
2019년 04월 11일,"78,400 ","79,200 ","79,500 ","78,000 ","2,150,000 ",-0.25%
2019년 04월 10일,"78,600 ","76,700 ","78,800 ","76,200 ","2,460,000 ",1.03%
2019년 04월 09일,"77,800 ","77,700 ","78,700 ","77,400 ","2,320,000 ",-0.13%
2019년 04월 08일,"77,900 ","78,900 ","79,200 ","77,600 ","2,650,000 ",-1.39%
2019년 04월 05일,"79,000 ","78,200 ","79,300 ","77,900 ","2,060,000 ",0.77%
2019년 04월 04일,"78,400 ","80,400 ","81,400 ","77,800 ","5,300,000 ",-1.88%
2019년 04월 03일,"79,900 ","76,800 ","79,900 ","76,500 ","4,660,000 ",4.58%
2019년 04월 02일,"76,400 ","77,900 ","78,000 ","76,100 ","2,620,000 ",-0.26%
2019년 04월 01일,"76,600 ","75,600 ","77,100 ","75,500 ","3,570,000 ",3.23%
2019년 03월 29일,"74,200 ","72,900 ","74,900 ","72,700 ","3,210,000 ",2.63%
2019년 03월 28일,"72,300 ","72,300 ","73,600 ","71,700 ","2,770,000 ",-1.50%
2019년 03월 27일,"73,400 ","71,800 ","74,100 ","71,200 ","2,740,000 ",0.96%
2019년 03월 26일,"72,700 ","72,900 ","73,300 ","71,500 ","2,970,000 ",-0.27%
2019년 03월 25일,"72,900 ","73,700 ","74,200 ","72,600 ","3,740,000 ",-4.20%
2019년 03월 22일,"76,100 ","78,900 ","78,900 ","75,900 ","5,280,000 ",0.26%
2019년 03월 21일,"75,900 ","73,500 ","76,000 ","72,600 ","10,000,000 ",7.66%
2019년 03월 20일,"70,500 ","68,400 ","70,600 ","67,600 ","3,590,000 ",3.68%
2019년 03월 19일,"68,000 ","67,300 ","68,000 ","66,600 ","2,240,000 ",0.29%
2019년 03월 18일,"67,800 ","69,200 ","69,300 ","67,300 ","2,150,000 ",-0.44%
2019년 03월 15일,"68,100 ","67,400 ","68,700 ","66,700 ","3,460,000 ",1.19%
2019년 03월 14일,"67,300 ","67,400 ","67,400 ","66,400 ","3,100,000 ",0.75%
2019년 03월 13일,"66,800 ","67,700 ","67,800 ","65,900 ","2,850,000 ",-1.33%
2019년 03월 12일,"67,700 ","67,700 ","68,600 ","67,500 ","2,750,000 ",1.65%
2019년 03월 11일,"66,600 ","67,000 ","67,800 ","66,200 ","2,860,000 ",-0.15%
2019년 03월 08일,"66,700 ","67,900 ","68,200 ","66,200 ","3,550,000 ",-2.06%
2019년 03월 07일,"68,100 ","67,200 ","68,900 ","67,100 ","3,390,000 ",0.00%
2019년 03월 06일,"68,100 ","68,500 ","69,600 ","67,400 ","4,890,000 ",-2.30%
2019년 03월 05일,"69,700 ","68,300 ","70,000 ","68,300 ","3,460,000 ",-0.57%
2019년 03월 04일,"70,100 ","70,300 ","71,400 ","69,900 ","4,900,000 ",0.14%
2019년 02월 28일,"70,000 ","72,500 ","72,600 ","69,900 ","7,790,000 ",-5.02%
2019년 02월 27일,"73,700 ","75,300 ","75,700 ","73,700 ","2,860,000 ",-1.99%
2019년 02월 26일,"75,200 ","75,000 ","75,900 ","74,100 ","2,480,000 ",-0.27%
2019년 02월 25일,"75,400 ","77,300 ","77,600 ","74,800 ","2,860,000 ",-1.69%
2019년 02월 22일,"76,700 ","75,600 ","76,700 ","75,300 ","1,880,000 ",0.00%
2019년 02월 21일,"76,700 ","75,300 ","77,200 ","74,600 ","2,870,000 ",1.32%
2019년 02월 20일,"75,700 ","73,700 ","76,000 ","73,600 ","3,130,000 ",2.71%
2019년 02월 19일,"73,700 ","74,500 ","74,800 ","73,000 ","1,460,000 ",-1.34%
2019년 02월 18일,"74,700 ","74,300 ","75,300 ","74,000 ","1,770,000 ",1.22%
2019년 02월 15일,"73,800 ","76,800 ","76,900 ","73,800 ","3,990,000 ",-4.65%
2019년 02월 14일,"77,400 ","75,800 ","77,400 ","75,100 ","2,310,000 ",1.57%
2019년 02월 13일,"76,200 ","77,300 ","77,600 ","76,100 ","2,360,000 ",0.40%
2019년 02월 12일,"75,900 ","74,100 ","76,400 ","73,900 ","3,500,000 ",2.43%
2019년 02월 11일,"74,100 ","73,000 ","74,100 ","72,200 ","3,370,000 ",0.82%
2019년 02월 08일,"73,500 ","75,200 ","75,500 ","73,000 ","4,000,000 ",-4.17%
2019년 02월 07일,"76,700 ","77,500 ","78,200 ","76,600 ","4,130,000 ",1.05%
2019년 02월 01일,"75,900 ","75,400 ","76,400 ","74,700 ","3,340,000 ",2.71%
2019년 01월 31일,"73,900 ","76,900 ","77,100 ","73,700 ","4,360,000 ",-2.64%
2019년 01월 30일,"75,900 ","73,500 ","76,300 ","73,000 ","5,290,000 ",3.41%
2019년 01월 29일,"73,400 ","71,400 ","73,800 ","71,000 ","3,370,000 ",2.23%
2019년 01월 28일,"71,800 ","74,700 ","74,900 ","71,200 ","4,890,000 ",-3.75%
2019년 01월 25일,"74,600 ","71,600 ","74,800 ","71,100 ","7,040,000 ",5.82%
2019년 01월 24일,"70,500 ","66,900 ","70,500 ","66,900 ","6,890,000 ",5.54%
2019년 01월 23일,"66,800 ","65,500 ","67,200 ","64,800 ","2,820,000 ",0.30%
2019년 01월 22일,"66,600 ","67,900 ","68,000 ","65,700 ","4,000,000 ",-0.60%
2019년 01월 21일,"67,000 ","65,900 ","67,400 ","65,000 ","3,770,000 ",3.72%
2019년 01월 18일,"64,600 ","65,000 ","65,700 ","63,900 ","2,050,000 ",-0.46%
2019년 01월 17일,"64,900 ","65,500 ","66,200 ","64,600 ","2,470,000 ",0.15%
2019년 01월 16일,"64,800 ","63,800 ","64,900 ","62,700 ","2,470,000 ",1.25%
2019년 01월 15일,"64,000 ","62,200 ","64,000 ","62,200 ","2,410,000 ",3.06%
2019년 01월 14일,"62,100 ","64,300 ","65,100 ","62,000 ","3,280,000 ",-4.61%
2019년 01월 11일,"65,100 ","65,400 ","65,900 ","64,200 ","2,780,000 ",-0.31%
2019년 01월 10일,"65,300 ","64,100 ","65,600 ","64,000 ","5,320,000 ",2.67%
2019년 01월 09일,"63,600 ","59,600 ","63,800 ","59,400 ","4,920,000 ",7.43%
2019년 01월 08일,"59,200 ","57,900 ","60,500 ","57,600 ","3,060,000 ",0.85%
2019년 01월 07일,"58,700 ","59,000 ","59,700 ","58,400 ","2,170,000 ",0.69%
2019년 01월 04일,"58,300 ","57,500 ","58,500 ","56,700 ","3,370,000 ",1.04%
2019년 01월 03일,"57,700 ","60,200 ","60,300 ","57,500 ","3,320,000 ",-4.79%
2019년 01월 02일,"60,600 ","61,300 ","61,400 ","60,000 ","1,920,000 ",0.17%
2018년 12월 28일,"60,500 ","61,700 ","62,300 ","60,500 ","1,610,000 ",-1.79%
2018년 12월 27일,"61,600 ","61,600 ","61,900 ","60,600 ","3,040,000 ",2.50%
2018년 12월 26일,"60,100 ","59,400 ","60,800 ","59,300 ","2,440,000 ",-0.50%
2018년 12월 24일,"60,400 ","59,600 ","60,700 ","59,200 ","2,050,000 ",0.67%
2018년 12월 21일,"60,000 ","58,200 ","60,500 ","58,200 ","3,930,000 ",2.39%
2018년 12월 20일,"58,600 ","59,300 ","59,400 ","58,100 ","4,520,000 ",-2.82%
2018년 12월 19일,"60,300 ","60,800 ","61,000 ","59,700 ","3,540,000 ",-1.31%
2018년 12월 18일,"61,100 ","61,000 ","61,900 ","60,800 ","3,090,000 ",-1.77%
2018년 12월 17일,"62,200 ","61,600 ","62,500 ","61,000 ","2,500,000 ",0.65%
2018년 12월 14일,"61,800 ","65,200 ","65,300 ","61,200 ","5,470,000 ",-5.65%
2018년 12월 13일,"65,500 ","66,300 ","66,400 ","64,800 ","4,030,000 ",-1.06%
2018년 12월 12일,"66,200 ","65,000 ","66,200 ","64,900 ","2,560,000 ",2.00%
2018년 12월 11일,"64,900 ","66,000 ","66,600 ","64,800 ","2,400,000 ",-0.92%
2018년 12월 10일,"65,500 ","65,900 ","65,900 ","64,700 ","2,200,000 ",-1.95%
2018년 12월 07일,"66,800 ","66,700 ","67,400 ","66,600 ","2,530,000 ",1.21%
2018년 12월 06일,"66,000 ","67,800 ","68,200 ","65,700 ","3,730,000 ",-3.23%
2018년 12월 05일,"68,200 ","67,200 ","68,800 ","67,200 ","2,840,000 ",-1.16%
2018년 12월 04일,"69,000 ","69,900 ","70,400 ","68,400 ","3,210,000 ",-2.13%
2018년 12월 03일,"70,500 ","71,000 ","71,100 ","69,800 ","2,690,000 ",1.29%
2018년 11월 30일,"69,600 ","71,500 ","71,600 ","68,800 ","4,160,000 ",-2.66%
2018년 11월 29일,"71,500 ","73,700 ","73,700 ","71,200 ","3,260,000 ",-0.56%
2018년 11월 28일,"71,900 ","71,000 ","72,000 ","70,700 ","2,430,000 ",1.55%
2018년 11월 27일,"70,800 ","71,100 ","71,200 ","69,700 ","2,290,000 ",-0.14%
2018년 11월 26일,"70,900 ","69,200 ","71,300 ","69,000 ","2,350,000 ",2.16%
2018년 11월 23일,"69,300 ","69,500 ","69,700 ","68,400 ","1,490,000 ",0.00%
2018년 11월 22일,"69,300 ","68,100 ","69,700 ","68,000 ","1,960,000 ",1.76%
2018년 11월 21일,"68,100 ","66,900 ","68,300 ","66,100 ","3,090,000 ",0.89%
2018년 11월 20일,"67,500 ","67,000 ","68,200 ","67,000 ","3,240,000 ",-3.30%
2018년 11월 19일,"69,800 ","69,600 ","70,500 ","68,900 ","2,300,000 ",0.00%
2018년 11월 16일,"70,100 ","72,600 ","72,900 ","70,000 ","2,880,000 ",-2.37%
2018년 11월 15일,"71,800 ","70,800 ","71,800 ","70,400 ","1,560,000 ",1.99%
2018년 11월 14일,"70,400 ","71,400 ","72,100 ","70,200 ","2,770,000 ",-2.09%
2018년 11월 13일,"71,900 ","72,300 ","72,500 ","69,900 ","4,600,000 ",-3.49%
2018년 11월 12일,"74,500 ","72,200 ","74,500 ","71,800 ","3,330,000 ",3.33%
2018년 11월 09일,"72,900 ","72,400 ","73,600 ","71,900 ","3,360,000 ",0.00%
2018년 11월 08일,"72,900 ","72,900 ","73,300 ","72,600 ","3,930,000 ",2.97%
2018년 11월 07일,"70,800 ","70,400 ","72,300 ","70,100 ","3,760,000 ",1.00%
2018년 11월 06일,"70,100 ","70,500 ","70,600 ","69,100 ","2,620,000 ",-0.57%
2018년 11월 05일,"70,500 ","72,000 ","72,100 ","70,100 ","3,380,000 ",-2.89%
2018년 11월 02일,"72,600 ","70,600 ","72,800 ","69,100 ","5,320,000 ",6.30%
2018년 11월 01일,"68,300 ","68,900 ","69,600 ","67,800 ","3,130,000 ",0.15%
2018년 10월 31일,"68,200 ","69,300 ","70,400 ","67,600 ","5,030,000 ",0.00%
2018년 10월 30일,"68,200 ","66,000 ","70,900 ","65,900 ","6,090,000 ",2.10%
2018년 10월 29일,"66,800 ","66,600 ","67,800 ","64,800 ","4,240,000 ",-0.30%
2018년 10월 26일,"67,000 ","65,100 ","67,100 ","62,900 ","6,020,000 ",3.55%
2018년 10월 25일,"64,700 ","64,700 ","66,000 ","63,200 ","5,710,000 ",-3.00%
2018년 10월 24일,"66,700 ","69,400 ","69,600 ","65,800 ","5,690,000 ",-3.47%
2018년 10월 23일,"69,100 ","69,600 ","70,000 ","68,600 ","3,020,000 ",-1.29%
2018년 10월 22일,"70,000 ","69,600 ","70,900 ","69,600 ","2,350,000 ",0.43%
2018년 10월 19일,"70,800 ","68,100 ","70,900 ","67,800 ","2,680,000 ",3.06%
2018년 10월 18일,"68,700 ","69,600 ","69,900 ","68,700 ","2,640,000 ",-2.41%
2018년 10월 17일,"70,400 ","71,400 ","71,700 ","70,300 ","2,650,000 ",1.00%
2018년 10월 16일,"69,700 ","70,300 ","71,000 ","69,600 ","2,200,000 ",-0.85%
2018년 10월 15일,"70,300 ","71,600 ","71,700 ","69,900 ","3,700,000 ",-2.90%
2018년 10월 12일,"72,400 ","69,200 ","73,200 ","69,200 ","4,800,000 ",4.93%
2018년 10월 11일,"69,000 ","67,600 ","70,200 ","67,500 ","4,850,000 ",-1.85%
2018년 10월 10일,"70,300 ","70,300 ","71,100 ","69,800 ","3,620,000 ",-1.26%
2018년 10월 08일,"71,200 ","69,500 ","71,800 ","69,400 ","2,690,000 ",1.28%
2018년 10월 05일,"70,300 ","69,700 ","71,100 ","69,400 ","3,780,000 ",0.43%
2018년 10월 04일,"70,000 ","71,700 ","72,200 ","69,800 ","5,680,000 ",-2.37%
2018년 10월 02일,"71,700 ","73,600 ","74,000 ","71,600 ","3,970,000 ",-2.71%
2018년 10월 01일,"73,700 ","74,300 ","74,600 ","73,200 ","2,960,000 ",0.82%
2018년 09월 28일,"73,100 ","75,300 ","75,900 ","73,100 ","5,540,000 ",-2.53%
2018년 09월 27일,"75,000 ","75,900 ","75,900 ","74,700 ","5,830,000 ",-2.22%
2018년 09월 21일,"76,700 ","77,100 ","77,500 ","76,300 ","5,660,000 ",-3.03%
2018년 09월 20일,"79,100 ","78,600 ","79,900 ","78,000 ","3,390,000 ",0.38%
2018년 09월 19일,"78,800 ","79,400 ","79,700 ","78,400 ","2,810,000 ",1.03%
2018년 09월 18일,"78,000 ","76,600 ","78,300 ","76,100 ","2,450,000 ",1.04%
2018년 09월 17일,"77,200 ","78,000 ","78,200 ","76,700 ","2,120,000 ",-0.64%
2018년 09월 14일,"77,700 ","76,100 ","77,800 ","76,000 ","3,930,000 ",4.30%
2018년 09월 13일,"74,500 ","74,300 ","75,200 ","73,900 ","5,020,000 ",-0.80%
2018년 09월 12일,"75,100 ","76,200 ","76,200 ","74,700 ","4,290,000 ",-1.96%
2018년 09월 11일,"76,600 ","76,400 ","77,800 ","76,300 ","3,190,000 ",0.13%
2018년 09월 10일,"76,500 ","75,900 ","77,100 ","75,500 ","4,040,000 ",0.79%
2018년 09월 07일,"75,900 ","74,500 ","76,200 ","74,100 ","8,370,000 ",-3.68%
2018년 09월 06일,"78,800 ","78,300 ","78,900 ","77,400 ","4,510,000 ",-1.50%
2018년 09월 05일,"80,000 ","80,600 ","81,000 ","79,900 ","2,590,000 ",-1.48%
2018년 09월 04일,"81,200 ","80,600 ","81,600 ","80,200 ","1,900,000 ",0.74%
2018년 09월 03일,"80,600 ","82,200 ","82,800 ","80,500 ","2,610,000 ",-2.89%
2018년 08월 31일,"83,000 ","81,800 ","83,000 ","81,800 ","2,300,000 ",0.36%
2018년 08월 30일,"82,700 ","82,200 ","83,500 ","81,500 ","2,210,000 ",-0.12%
2018년 08월 29일,"82,800 ","82,500 ","83,300 ","81,600 ","2,050,000 ",0.49%
2018년 08월 28일,"82,400 ","84,100 ","84,300 ","81,900 ","4,310,000 ",-1.32%
2018년 08월 27일,"83,500 ","82,100 ","83,800 ","81,600 ","3,070,000 ",2.08%
2018년 08월 24일,"81,800 ","80,400 ","82,200 ","79,600 ","3,610,000 ",0.86%
2018년 08월 23일,"81,100 ","80,300 ","81,300 ","79,300 ","3,270,000 ",1.63%
2018년 08월 22일,"79,800 ","79,300 ","80,900 ","78,200 ","5,290,000 ",1.79%
2018년 08월 21일,"78,400 ","74,800 ","78,700 ","74,400 ","5,580,000 ",4.95%
2018년 08월 20일,"74,700 ","74,700 ","75,400 ","74,400 ","2,000,000 ",0.27%
2018년 08월 17일,"74,500 ","74,400 ","75,500 ","74,100 ","2,640,000 ",-0.27%
2018년 08월 16일,"74,700 ","73,500 ","75,400 ","72,500 ","5,550,000 ",-1.58%
2018년 08월 14일,"75,900 ","75,900 ","76,600 ","75,500 ","3,180,000 ",0.66%
2018년 08월 13일,"75,400 ","74,300 ","75,700 ","74,100 ","3,630,000 ",0.40%
2018년 08월 10일,"75,100 ","77,200 ","77,600 ","74,600 ","6,770,000 ",-3.72%
2018년 08월 09일,"78,000 ","80,100 ","80,300 ","77,500 ","5,530,000 ",-2.26%
2018년 08월 08일,"79,800 ","81,500 ","81,600 ","79,400 ","2,800,000 ",-1.12%
2018년 08월 07일,"80,700 ","80,100 ","80,800 ","79,700 ","3,280,000 ",1.64%
2018년 08월 06일,"79,400 ","82,200 ","82,300 ","79,300 ","5,880,000 ",-4.68%
2018년 08월 03일,"83,300 ","84,000 ","84,100 ","83,100 ","1,920,000 ",0.12%
2018년 08월 02일,"83,200 ","85,000 ","85,600 ","82,900 ","3,360,000 ",-2.80%
2018년 08월 01일,"85,600 ","85,900 ","86,400 ","85,100 ","2,260,000 ",-0.81%
2018년 07월 31일,"86,300 ","85,200 ","86,300 ","84,500 ","2,790,000 ",0.47%
2018년 07월 30일,"85,900 ","86,200 ","86,400 ","85,100 ","2,300,000 ",-0.23%
2018년 07월 27일,"86,100 ","83,700 ","86,400 ","83,100 ","4,860,000 ",3.61%
2018년 07월 26일,"83,100 ","81,300 ","83,800 ","78,600 ","6,210,000 ",3.23%
2018년 07월 25일,"80,500 ","83,400 ","84,000 ","80,200 ","4,090,000 ",-3.71%
2018년 07월 24일,"83,600 ","82,500 ","83,800 ","81,700 ","4,020,000 ",2.33%
2018년 07월 23일,"81,700 ","86,300 ","86,400 ","81,200 ","7,060,000 ",-7.05%
2018년 07월 20일,"87,900 ","89,700 ","90,000 ","87,200 ","3,720,000 ",-2.66%
2018년 07월 19일,"90,300 ","90,400 ","91,200 ","90,300 ","2,340,000 ",1.12%
2018년 07월 18일,"89,300 ","89,700 ","91,000 ","89,100 ","1,900,000 ",0.79%
2018년 07월 17일,"88,600 ","90,100 ","90,200 ","88,500 ","1,560,000 ",-0.78%
2018년 07월 16일,"89,300 ","88,700 ","89,300 ","87,800 ","1,890,000 ",0.56%
2018년 07월 13일,"88,800 ","86,500 ","90,100 ","86,500 ","4,500,000 ",3.74%
2018년 07월 12일,"85,600 ","86,800 ","87,000 ","85,400 ","3,020,000 ",-1.38%
2018년 07월 11일,"86,800 ","86,500 ","87,600 ","85,900 ","2,040,000 ",-0.57%
2018년 07월 10일,"87,300 ","88,400 ","88,600 ","86,700 ","1,880,000 ",-0.34%
2018년 07월 09일,"87,600 ","85,300 ","87,600 ","85,300 ","2,120,000 ",2.70%
2018년 07월 06일,"85,300 ","86,200 ","86,200 ","83,600 ","3,400,000 ",-1.04%
2018년 07월 05일,"86,200 ","85,000 ","87,300 ","85,000 ","2,050,000 ",1.41%
2018년 07월 04일,"85,000 ","87,800 ","87,800 ","84,400 ","2,740,000 ",-1.28%
2018년 07월 03일,"86,100 ","85,000 ","86,500 ","84,500 ","2,810,000 ",2.87%
2018년 07월 02일,"83,700 ","85,000 ","86,000 ","83,400 ","2,030,000 ",-2.33%
2018년 06월 29일,"85,700 ","83,500 ","85,700 ","83,400 ","2,740,000 ",2.63%
2018년 06월 28일,"83,500 ","83,000 ","84,000 ","82,500 ","3,820,000 ",-2.00%
2018년 06월 27일,"85,200 ","85,700 ","86,400 ","85,200 ","3,740,000 ",1.07%
2018년 06월 26일,"84,300 ","82,500 ","84,800 ","82,400 ","5,380,000 ",-0.59%
2018년 06월 25일,"84,800 ","88,800 ","88,800 ","84,600 ","4,400,000 ",-5.25%
2018년 06월 22일,"89,500 ","87,300 ","89,500 ","86,700 ","2,570,000 ",1.13%
2018년 06월 21일,"88,500 ","88,900 ","89,300 ","87,500 ","3,230,000 ",0.80%
2018년 06월 20일,"87,800 ","85,800 ","88,100 ","85,000 ","4,170,000 ",4.40%
2018년 06월 19일,"84,100 ","84,100 ","86,100 ","83,700 ","3,810,000 ",0.12%
2018년 06월 18일,"84,000 ","86,800 ","86,900 ","82,300 ","4,710,000 ",-3.45%
2018년 06월 15일,"87,000 ","87,400 ","87,800 ","86,100 ","2,940,000 ",0.81%
2018년 06월 14일,"86,300 ","88,300 ","88,300 ","86,300 ","4,280,000 ",-2.38%
2018년 06월 12일,"88,400 ","89,900 ","90,100 ","88,200 ","1,870,000 ",-0.90%
2018년 06월 11일,"89,200 ","88,800 ","90,200 ","88,100 ","2,480,000 ",0.90%
2018년 06월 08일,"88,400 ","91,000 ","91,000 ","87,600 ","4,560,000 ",-2.75%
2018년 06월 07일,"90,900 ","92,700 ","92,700 ","90,600 ","2,740,000 ",-0.11%
2018년 06월 05일,"91,000 ","89,800 ","91,300 ","89,800 ","2,660,000 ",1.34%
2018년 06월 04일,"89,800 ","91,000 ","92,400 ","89,700 ","3,070,000 ",-1.75%
2018년 06월 01일,"91,400 ","90,800 ","92,200 ","89,600 ","4,780,000 ",-2.14%
2018년 05월 31일,"93,400 ","94,500 ","94,700 ","92,800 ","5,890,000 ",-1.68%
2018년 05월 30일,"95,000 ","94,800 ","95,700 ","92,800 ","3,790,000 ",0.21%
2018년 05월 29일,"94,800 ","94,600 ","96,100 ","93,500 ","2,680,000 ",0.32%
2018년 05월 28일,"94,500 ","94,600 ","95,600 ","93,700 ","2,480,000 ",-0.74%
2018년 05월 25일,"95,200 ","94,300 ","97,700 ","93,900 ","4,140,000 ",0.63%
2018년 05월 24일,"94,600 ","95,300 ","95,900 ","94,600 ","3,210,000 ",-0.73%
2018년 05월 23일,"95,300 ","91,900 ","95,500 ","91,500 ","10,300,000 ",6.96%
2018년 05월 21일,"89,100 ","88,400 ","89,400 ","87,400 ","3,260,000 ",1.37%
2018년 05월 18일,"87,900 ","87,200 ","88,000 ","85,400 ","2,180,000 ",1.38%
2018년 05월 17일,"86,700 ","88,400 ","88,700 ","86,000 ","2,860,000 ",-0.34%
2018년 05월 16일,"87,000 ","85,000 ","87,000 ","84,800 ","3,030,000 ",2.84%
2018년 05월 15일,"84,600 ","86,000 ","86,000 ","83,900 ","2,210,000 ",-0.94%
2018년 05월 14일,"85,400 ","86,100 ","86,300 ","84,500 ","1,950,000 ",-0.81%
2018년 05월 11일,"86,100 ","86,600 ","86,800 ","85,400 ","2,100,000 ",0.35%
2018년 05월 10일,"85,800 ","85,400 ","85,800 ","84,500 ","3,270,000 ",2.88%
2018년 05월 09일,"83,400 ","84,300 ","84,700 ","83,100 ","2,280,000 ",-0.12%
2018년 05월 08일,"83,500 ","84,500 ","85,300 ","83,200 ","2,970,000 ",0.60%
2018년 05월 04일,"83,000 ","83,500 ","84,100 ","82,600 ","2,550,000 ",0.12%
2018년 04월 27일,"87,100 ","88,500 ","88,800 ","86,800 ","4,620,000 ",0.69%
2018년 04월 26일,"86,500 ","83,800 ","87,100 ","83,300 ","7,500,000 ",4.98%
2018년 04월 25일,"82,400 ","81,600 ","83,000 ","80,900 ","3,820,000 ",0.37%
2018년 04월 24일,"82,100 ","83,300 ","83,400 ","80,400 ","6,790,000 ",-2.73%
2018년 04월 23일,"84,400 ","83,400 ","85,300 ","83,300 ","2,930,000 ",0.00%
2018년 04월 20일,"84,400 ","85,900 ","86,300 ","84,000 ","4,570,000 ",-3.98%
2018년 04월 19일,"87,900 ","85,800 ","88,200 ","85,300 ","5,880,000 ",3.90%
2018년 04월 18일,"84,600 ","84,100 ","85,400 ","83,700 ","3,370,000 ",2.17%
2018년 04월 17일,"82,800 ","83,900 ","84,000 ","82,300 ","2,490,000 ",-1.43%
2018년 04월 16일,"84,000 ","84,200 ","84,700 ","83,400 ","1,470,000 ",-0.24%
2018년 04월 13일,"84,200 ","85,000 ","85,900 ","83,900 ","3,020,000 ",0.24%
2018년 04월 12일,"84,000 ","81,900 ","85,100 ","81,500 ","5,700,000 ",3.45%
2018년 04월 11일,"81,200 ","82,400 ","82,400 ","81,000 ","3,010,000 ",1.00%
2018년 04월 10일,"80,400 ","80,000 ","80,800 ","79,200 ","2,880,000 ",-0.25%
2018년 04월 09일,"80,600 ","80,000 ","81,200 ","79,300 ","3,210,000 ",0.37%
2018년 04월 06일,"80,300 ","80,000 ","80,600 ","79,300 ","5,500,000 ",-3.14%
2018년 04월 05일,"82,900 ","82,200 ","83,200 ","81,200 ","3,240,000 ",3.11%
2018년 04월 04일,"80,400 ","82,500 ","83,000 ","80,000 ","2,880,000 ",-1.71%
2018년 04월 03일,"81,800 ","80,300 ","81,800 ","78,700 ","3,550,000 ",0.62%
2018년 04월 02일,"81,300 ","81,700 ","82,800 ","81,100 ","2,330,000 ",0.00%
2018년 03월 30일,"81,300 ","81,200 ","83,300 ","81,100 ","3,660,000 ",1.25%
2018년 03월 29일,"80,300 ","80,800 ","81,300 ","79,600 ","3,580,000 ",0.00%
2018년 03월 28일,"80,300 ","79,900 ","82,200 ","79,600 ","4,790,000 ",-1.35%
2018년 03월 27일,"81,400 ","84,700 ","84,800 ","80,100 ","7,150,000 ",-3.10%
2018년 03월 26일,"84,000 ","82,300 ","84,000 ","81,000 ","6,100,000 ",1.08%
2018년 03월 23일,"83,100 ","85,100 ","86,400 ","82,800 ","7,260,000 ",-6.21%
2018년 03월 22일,"88,600 ","88,800 ","89,300 ","88,000 ","2,680,000 ",0.23%
2018년 03월 21일,"88,400 ","89,600 ","90,300 ","88,000 ","2,930,000 ",-1.34%
2018년 03월 20일,"89,600 ","88,900 ","89,700 ","88,000 ","3,080,000 ",-0.33%
2018년 03월 19일,"89,900 ","90,200 ","91,500 ","89,500 ","3,720,000 ",0.11%
2018년 03월 16일,"89,800 ","88,500 ","89,900 ","87,200 ","5,000,000 ",0.22%
2018년 03월 15일,"89,600 ","90,300 ","90,500 ","88,600 ","4,090,000 ",-1.21%
2018년 03월 14일,"90,700 ","89,300 ","90,900 ","89,200 ","5,670,000 ",0.78%
2018년 03월 13일,"90,000 ","88,000 ","90,000 ","87,600 ","8,600,000 ",6.01%
2018년 03월 12일,"84,900 ","84,900 ","85,600 ","84,300 ","2,740,000 ",1.92%
2018년 03월 09일,"83,300 ","84,400 ","85,900 ","83,100 ","5,130,000 ",-0.24%
2018년 03월 08일,"83,500 ","83,900 ","84,300 ","81,800 ","4,430,000 ",0.97%
2018년 03월 07일,"82,700 ","83,600 ","83,900 ","82,400 ","4,950,000 ",0.36%
2018년 03월 06일,"82,400 ","80,100 ","82,500 ","80,000 ","7,570,000 ",5.24%
2018년 03월 05일,"78,300 ","77,500 ","78,900 ","77,100 ","3,410,000 ",1.16%
2018년 03월 02일,"77,400 ","76,300 ","77,800 ","75,900 ","2,670,000 ",0.78%
2018년 02월 28일,"76,800 ","78,600 ","79,200 ","76,600 ","3,080,000 ",-2.41%
2018년 02월 27일,"78,700 ","78,700 ","79,200 ","78,400 ","3,390,000 ",1.55%
2018년 02월 26일,"77,500 ","78,300 ","78,500 ","77,200 ","2,320,000 ",0.26%
2018년 02월 23일,"77,300 ","76,100 ","77,600 ","76,000 ","2,380,000 ",1.84%
2018년 02월 22일,"75,900 ","76,100 ","77,400 ","75,700 ","1,870,000 ",-1.30%
2018년 02월 21일,"76,900 ","75,800 ","77,200 ","75,800 ","2,640,000 ",1.85%
2018년 02월 20일,"75,500 ","76,400 ","76,500 ","75,200 ","2,500,000 ",-1.31%
2018년 02월 19일,"76,500 ","78,900 ","79,000 ","76,100 ","3,340,000 ",-1.42%
2018년 02월 14일,"77,600 ","78,400 ","79,500 ","77,000 ","3,930,000 ",-0.13%
2018년 02월 13일,"77,700 ","75,900 ","77,800 ","75,800 ","7,800,000 ",4.30%
2018년 02월 12일,"74,500 ","73,700 ","74,700 ","73,400 ","3,220,000 ",1.50%
2018년 02월 09일,"73,400 ","72,100 ","74,200 ","72,000 ","4,790,000 ",-0.68%
2018년 02월 08일,"73,900 ","71,900 ","74,200 ","71,600 ","5,570,000 ",3.94%
2018년 02월 07일,"71,100 ","73,700 ","73,800 ","70,800 ","5,880,000 ",1.28%
2018년 02월 06일,"70,200 ","69,100 ","71,300 ","68,200 ","5,660,000 ",0.00%
