날짜,종가,오픈,고가,저가,거래량,변동 %
2018년 09월 17일,"45,150 ","45,550 ","45,800 ","44,900 ","8,100,000 ",-1.53%
2018년 09월 14일,"45,850 ","45,000 ","45,850 ","44,900 ","12,030,000 ",4.09%
2018년 09월 13일,"44,050 ","44,550 ","44,750 ","44,000 ","17,930,000 ",-1.12%
2018년 09월 12일,"44,550 ","44,900 ","45,100 ","44,500 ","11,170,000 ",-1.11%
2018년 09월 11일,"45,050 ","45,550 ","45,900 ","45,050 ","7,810,000 ",-0.99%
2018년 09월 10일,"45,500 ","45,450 ","45,550 ","45,000 ","7,870,000 ",1.34%
2018년 09월 07일,"44,900 ","44,500 ","45,200 ","44,400 ","17,730,000 ",-2.60%
2018년 09월 06일,"46,100 ","46,200 ","46,400 ","45,800 ","8,570,000 ",-1.07%
2018년 09월 05일,"46,600 ","47,300 ","47,450 ","46,400 ","9,100,000 ",-2.20%
2018년 09월 04일,"47,650 ","47,550 ","47,800 ","47,200 ","6,610,000 ",0.42%
2018년 09월 03일,"47,450 ","48,200 ","48,300 ","47,300 ","7,910,000 ",-2.06%
2018년 08월 31일,"48,450 ","47,100 ","48,450 ","47,000 ","13,510,000 ",1.68%
2018년 08월 30일,"47,650 ","46,950 ","47,950 ","46,700 ","12,160,000 ",1.82%
2018년 08월 29일,"46,800 ","46,750 ","46,800 ","46,400 ","5,500,000 ",0.54%
2018년 08월 28일,"46,550 ","46,800 ","46,950 ","46,300 ","7,230,000 ",0.54%
2018년 08월 27일,"46,300 ","46,100 ","46,550 ","46,000 ","5,110,000 ",0.33%
2018년 08월 24일,"46,150 ","45,900 ","46,400 ","45,550 ","6,440,000 ",-0.11%
2018년 08월 23일,"46,200 ","46,150 ","46,200 ","45,700 ","6,600,000 ",0.22%
2018년 08월 22일,"46,100 ","45,150 ","46,200 ","44,900 ","11,630,000 ",2.90%
2018년 08월 21일,"44,800 ","43,700 ","44,900 ","43,700 ","9,470,000 ",2.17%
2018년 08월 20일,"43,850 ","43,500 ","44,200 ","43,500 ","7,200,000 ",-0.57%
2018년 08월 17일,"44,100 ","44,050 ","44,400 ","44,050 ","6,540,000 ",-0.34%
2018년 08월 16일,"44,250 ","43,800 ","44,650 ","43,700 ","10,070,000 ",-1.99%
2018년 08월 14일,"45,150 ","44,850 ","45,400 ","44,850 ","6,370,000 ",0.22%
2018년 08월 13일,"45,050 ","44,950 ","45,100 ","44,650 ","9,780,000 ",-0.77%
2018년 08월 10일,"45,400 ","46,150 ","46,400 ","44,850 ","16,530,000 ",-3.20%
2018년 08월 09일,"46,900 ","47,000 ","47,050 ","46,450 ","11,400,000 ",0.21%
2018년 08월 08일,"46,800 ","47,000 ","47,000 ","46,550 ","6,370,000 ",0.21%
2018년 08월 07일,"46,700 ","46,300 ","46,750 ","45,900 ","9,020,000 ",1.97%
2018년 08월 06일,"45,800 ","46,150 ","46,150 ","45,750 ","6,700,000 ",0.11%
2018년 08월 03일,"45,750 ","45,850 ","45,900 ","45,450 ","7,440,000 ",0.44%
2018년 08월 02일,"45,550 ","46,550 ","46,800 ","45,500 ","7,930,000 ",-2.15%
2018년 08월 01일,"46,550 ","46,050 ","46,850 ","46,050 ","7,090,000 ",0.65%
2018년 07월 31일,"46,250 ","46,200 ","46,450 ","46,000 ","7,590,000 ",-0.54%
2018년 07월 30일,"46,500 ","46,550 ","46,800 ","46,350 ","5,520,000 ",-0.85%
2018년 07월 27일,"46,900 ","46,450 ","47,000 ","46,450 ","4,750,000 ",0.00%
2018년 07월 26일,"46,900 ","46,100 ","47,000 ","46,000 ","7,340,000 ",1.63%
2018년 07월 25일,"46,150 ","46,250 ","46,550 ","45,900 ","7,210,000 ",0.00%
2018년 07월 24일,"46,150 ","46,350 ","46,600 ","45,950 ","7,920,000 ",-0.75%
2018년 07월 23일,"46,500 ","47,100 ","47,200 ","46,150 ","10,810,000 ",-2.00%
2018년 07월 20일,"47,450 ","47,000 ","47,600 ","46,700 ","10,230,000 ",1.17%
2018년 07월 19일,"46,900 ","47,050 ","47,200 ","46,600 ","9,700,000 ",0.75%
2018년 07월 18일,"46,550 ","46,700 ","47,200 ","46,450 ","10,880,000 ",1.53%
2018년 07월 17일,"45,850 ","46,150 ","46,200 ","45,600 ","8,760,000 ",-0.43%
2018년 07월 16일,"46,050 ","46,800 ","46,800 ","46,000 ","7,540,000 ",-0.97%
2018년 07월 13일,"46,500 ","45,800 ","46,500 ","45,750 ","10,960,000 ",2.20%
2018년 07월 12일,"45,500 ","45,900 ","46,250 ","45,450 ","11,780,000 ",-1.09%
2018년 07월 11일,"46,000 ","46,400 ","46,450 ","45,400 ","10,820,000 ",-0.65%
2018년 07월 10일,"46,300 ","46,200 ","46,550 ","46,100 ","9,270,000 ",1.54%
2018년 07월 09일,"45,600 ","45,500 ","46,100 ","45,200 ","11,590,000 ",1.56%
2018년 07월 06일,"44,900 ","45,500 ","45,850 ","44,650 ","17,780,000 ",-2.29%
2018년 07월 05일,"45,950 ","46,100 ","46,550 ","45,600 ","6,910,000 ",-0.65%
2018년 07월 04일,"46,250 ","46,700 ","47,050 ","46,050 ","8,130,000 ",0.22%
2018년 07월 03일,"46,150 ","45,750 ","46,450 ","45,750 ","10,430,000 ",1.32%
2018년 07월 02일,"45,550 ","46,500 ","47,150 ","45,500 ","12,750,000 ",-2.36%
2018년 06월 29일,"46,650 ","46,250 ","47,150 ","46,200 ","13,690,000 ",-0.32%
2018년 06월 28일,"46,800 ","46,850 ","47,150 ","46,600 ","12,080,000 ",-2.40%
2018년 06월 27일,"47,950 ","47,450 ","48,500 ","47,000 ","15,090,000 ",2.02%
2018년 06월 26일,"47,000 ","45,900 ","47,300 ","45,900 ","11,140,000 ",0.75%
2018년 06월 25일,"46,650 ","47,050 ","47,050 ","46,150 ","9,520,000 ",-1.27%
2018년 06월 22일,"47,250 ","47,000 ","47,250 ","46,200 ","10,250,000 ",0.43%
2018년 06월 21일,"47,050 ","47,900 ","47,900 ","47,050 ","9,980,000 ",0.11%
2018년 06월 20일,"47,000 ","47,450 ","47,600 ","46,850 ","11,310,000 ",0.00%
2018년 06월 19일,"47,000 ","47,200 ","47,350 ","46,500 ","15,170,000 ",0.86%
2018년 06월 18일,"46,600 ","47,600 ","47,650 ","46,200 ","16,620,000 ",-2.20%
2018년 06월 15일,"47,650 ","48,500 ","48,700 ","47,650 ","16,840,000 ",-1.14%
2018년 06월 14일,"48,200 ","49,000 ","49,000 ","48,200 ","19,000,000 ",-2.43%
2018년 06월 12일,"49,400 ","49,700 ","49,800 ","49,250 ","11,430,000 ",-1.00%
2018년 06월 11일,"49,900 ","49,750 ","50,300 ","49,350 ","10,500,000 ",0.50%
2018년 06월 08일,"49,650 ","50,200 ","50,400 ","49,600 ","16,580,000 ",-1.88%
2018년 06월 07일,"50,600 ","51,800 ","51,800 ","50,500 ","13,170,000 ",-1.36%
2018년 06월 05일,"51,300 ","51,100 ","51,400 ","50,400 ","8,860,000 ",0.39%
2018년 06월 04일,"51,100 ","50,800 ","51,200 ","50,700 ","9,290,000 ",-0.39%
2018년 06월 01일,"51,300 ","50,500 ","51,700 ","49,950 ","12,440,000 ",1.18%
2018년 05월 31일,"50,700 ","50,400 ","50,800 ","49,850 ","35,940,000 ",2.42%
2018년 05월 30일,"49,500 ","51,300 ","51,500 ","49,100 ","20,200,000 ",-3.51%
2018년 05월 29일,"51,300 ","52,200 ","52,500 ","51,300 ","8,430,000 ",-1.91%
2018년 05월 28일,"52,300 ","52,500 ","53,000 ","52,000 ","9,750,000 ",-0.76%
2018년 05월 25일,"52,700 ","51,000 ","52,800 ","50,800 ","15,170,000 ",2.53%
2018년 05월 24일,"51,400 ","52,000 ","52,000 ","51,100 ","8,180,000 ",-0.77%
2018년 05월 23일,"51,800 ","50,600 ","52,000 ","50,400 ","17,000,000 ",3.60%
2018년 05월 21일,"50,000 ","49,650 ","50,200 ","49,100 ","8,620,000 ",1.01%
2018년 05월 18일,"49,500 ","49,900 ","49,900 ","49,350 ","6,640,000 ",0.20%
2018년 05월 17일,"49,400 ","50,300 ","50,500 ","49,400 ","10,300,000 ",-0.90%
2018년 05월 16일,"49,850 ","49,200 ","50,200 ","49,150 ","15,240,000 ",1.32%
2018년 05월 15일,"49,200 ","50,200 ","50,400 ","49,100 ","17,010,000 ",-1.80%
2018년 05월 14일,"50,100 ","51,000 ","51,100 ","49,900 ","14,840,000 ",-2.34%
2018년 05월 11일,"51,300 ","52,000 ","52,200 ","51,200 ","10,140,000 ",-0.58%
2018년 05월 10일,"51,600 ","51,700 ","51,700 ","50,600 ","13,760,000 ",1.38%
2018년 05월 09일,"50,900 ","52,600 ","52,800 ","50,900 ","15,960,000 ",-3.23%
2018년 05월 08일,"52,600 ","52,600 ","53,200 ","51,900 ","22,960,000 ",1.35%
2018년 05월 04일,"51,900 ","53,000 ","53,900 ","51,800 ","39,420,000 ",-2.08%
2018년 04월 27일,"53,000 ","53,380 ","53,640 ","52,440 ","28,280,000 ",1.65%
2018년 04월 26일,"52,140 ","50,420 ","52,160 ","50,400 ","17,920,000 ",3.45%
2018년 04월 25일,"50,400 ","49,220 ","50,500 ","49,220 ","16,550,000 ",-0.12%
2018년 04월 24일,"50,460 ","51,840 ","51,860 ","50,080 ","15,700,000 ",-2.77%
2018년 04월 23일,"51,900 ","51,000 ","52,080 ","51,000 ","8,850,000 ",0.54%
2018년 04월 20일,"51,620 ","51,800 ","52,260 ","51,420 ","11,650,000 ",-2.20%
2018년 04월 19일,"52,780 ","52,000 ","52,980 ","51,540 ","17,130,000 ",2.76%
2018년 04월 18일,"51,360 ","51,000 ","51,360 ","50,580 ","13,440,000 ",2.76%
2018년 04월 17일,"49,980 ","50,240 ","50,540 ","49,820 ","7,760,000 ",-0.72%
2018년 04월 16일,"50,340 ","50,320 ","50,600 ","49,860 ","7,690,000 ",1.08%
2018년 04월 13일,"49,800 ","49,600 ","50,180 ","49,400 ","10,260,000 ",1.63%
2018년 04월 12일,"49,000 ","49,440 ","49,440 ","48,880 ","12,450,000 ",0.29%
2018년 04월 11일,"48,860 ","49,900 ","49,900 ","48,600 ","10,030,000 ",-0.04%
2018년 04월 10일,"48,880 ","48,540 ","49,220 ","48,040 ","10,930,000 ",-0.65%
2018년 04월 09일,"49,200 ","48,260 ","49,440 ","48,200 ","9,880,000 ",1.65%
2018년 04월 06일,"48,400 ","48,000 ","48,580 ","47,400 ","10,950,000 ",-0.70%
2018년 04월 05일,"48,740 ","47,400 ","49,380 ","47,340 ","13,240,000 ",3.88%
2018년 04월 04일,"46,920 ","48,160 ","48,260 ","46,920 ","12,310,000 ",-2.49%
2018년 04월 03일,"48,120 ","47,880 ","48,140 ","47,280 ","12,690,000 ",-0.87%
2018년 04월 02일,"48,540 ","49,000 ","49,220 ","48,500 ","7,100,000 ",-1.38%
2018년 03월 30일,"49,220 ","49,080 ","49,900 ","49,080 ","7,750,000 ",0.37%
2018년 03월 29일,"49,040 ","48,700 ","49,560 ","48,320 ","9,690,000 ",0.70%
2018년 03월 28일,"48,700 ","49,100 ","49,100 ","48,340 ","15,060,000 ",-2.56%
2018년 03월 27일,"49,980 ","50,320 ","50,460 ","49,080 ","11,840,000 ",-0.60%
2018년 03월 26일,"50,280 ","49,420 ","50,280 ","49,040 ","10,040,000 ",1.13%
2018년 03월 23일,"49,720 ","50,340 ","50,720 ","49,600 ","14,660,000 ",-3.98%
2018년 03월 22일,"51,780 ","51,060 ","51,780 ","51,040 ","8,280,000 ",1.41%
2018년 03월 21일,"51,060 ","51,780 ","51,780 ","51,060 ","8,330,000 ",-0.27%
2018년 03월 20일,"51,200 ","50,700 ","51,200 ","50,100 ","8,080,000 ",0.91%
2018년 03월 19일,"50,740 ","50,620 ","51,340 ","50,440 ","8,210,000 ",-0.78%
2018년 03월 16일,"51,140 ","51,220 ","51,420 ","50,240 ","12,110,000 ",-0.78%
2018년 03월 15일,"51,540 ","52,000 ","52,020 ","51,020 ","8,640,000 ",-0.43%
2018년 03월 14일,"51,760 ","51,020 ","52,000 ","51,000 ","12,510,000 ",0.19%
2018년 03월 13일,"51,660 ","50,760 ","51,660 ","50,360 ","20,060,000 ",3.86%
2018년 03월 12일,"49,740 ","50,560 ","50,780 ","49,580 ","8,640,000 ",0.00%
2018년 03월 09일,"49,740 ","49,440 ","50,540 ","49,240 ","14,230,000 ",1.10%
2018년 03월 08일,"49,200 ","49,200 ","49,480 ","48,080 ","19,430,000 ",1.19%
2018년 03월 07일,"48,620 ","48,200 ","48,900 ","47,220 ","21,200,000 ",3.40%
2018년 03월 06일,"47,020 ","45,920 ","47,100 ","45,820 ","15,120,000 ",4.03%
2018년 03월 05일,"45,200 ","45,820 ","46,160 ","45,080 ","13,270,000 ",-1.78%
2018년 03월 02일,"46,020 ","46,580 ","46,800 ","46,000 ","13,110,000 ",-2.21%
2018년 02월 28일,"47,060 ","47,380 ","48,100 ","47,000 ","14,970,000 ",-0.68%
2018년 02월 27일,"47,380 ","48,360 ","48,380 ","47,380 ","9,410,000 ",0.00%
2018년 02월 26일,"47,380 ","47,280 ","47,560 ","47,080 ","8,200,000 ",0.34%
2018년 02월 23일,"47,220 ","46,760 ","47,800 ","46,760 ","12,090,000 ",0.98%
2018년 02월 22일,"46,760 ","47,260 ","47,260 ","46,760 ","8,670,000 ",-1.10%
2018년 02월 21일,"47,280 ","47,280 ","47,580 ","46,840 ","12,810,000 ",-0.25%
2018년 02월 20일,"47,400 ","48,040 ","48,160 ","47,220 ","10,100,000 ",-2.03%
2018년 02월 19일,"48,380 ","49,800 ","49,800 ","47,860 ","14,770,000 ",-1.27%
2018년 02월 14일,"49,000 ","48,080 ","49,100 ","47,940 ","16,880,000 ",3.07%
2018년 02월 13일,"47,540 ","46,200 ","48,060 ","46,200 ","18,750,000 ",3.98%
2018년 02월 12일,"45,720 ","45,100 ","46,320 ","45,040 ","15,550,000 ",2.28%
2018년 02월 09일,"44,700 ","44,440 ","45,180 ","44,420 ","17,400,000 ",-2.83%
2018년 02월 08일,"46,000 ","46,120 ","46,620 ","45,980 ","22,480,000 ",0.44%
2018년 02월 07일,"45,800 ","48,240 ","48,260 ","45,800 ","23,370,000 ",-3.42%
2018년 02월 06일,"47,420 ","46,600 ","47,920 ","46,580 ","18,250,000 ",-1.04%
2018년 02월 05일,"47,920 ","46,500 ","48,320 ","46,000 ","25,870,000 ",0.46%
2018년 02월 02일,"47,700 ","49,380 ","49,400 ","47,700 ","27,890,000 ",-4.26%
2018년 02월 01일,"49,820 ","50,620 ","50,960 ","49,720 ","25,790,000 ",-0.16%
2018년 01월 31일,"49,900 ","50,020 ","54,140 ","49,600 ","64,190,000 ",0.20%
2018년 01월 30일,"49,800 ","50,440 ","50,640 ","49,780 ","12,200,000 ",-2.77%
2018년 01월 29일,"51,220 ","51,200 ","51,480 ","50,900 ","11,640,000 ",0.87%
2018년 01월 26일,"50,780 ","50,500 ","50,780 ","49,840 ","10,340,000 ",1.03%
2018년 01월 25일,"50,260 ","49,220 ","50,360 ","49,160 ","10,990,000 ",1.86%
2018년 01월 24일,"49,340 ","48,860 ","49,700 ","48,560 ","9,170,000 ",0.37%
2018년 01월 23일,"49,160 ","48,660 ","49,160 ","48,300 ","12,860,000 ",1.91%
2018년 01월 22일,"48,240 ","48,640 ","48,680 ","47,960 ","12,310,000 ",-2.19%
2018년 01월 19일,"49,320 ","50,380 ","50,380 ","49,040 ","9,040,000 ",-1.16%
2018년 01월 18일,"49,900 ","50,020 ","50,640 ","49,820 ","14,560,000 ",0.56%
2018년 01월 17일,"49,620 ","50,020 ","50,020 ","49,060 ","10,570,000 ",-0.76%
2018년 01월 16일,"50,000 ","48,760 ","50,140 ","48,620 ","13,200,000 ",3.01%
2018년 01월 15일,"48,540 ","48,800 ","48,980 ","47,920 ","10,080,000 ",0.71%
2018년 01월 12일,"48,200 ","48,240 ","48,480 ","46,760 ","26,770,000 ",-0.08%
2018년 01월 11일,"48,240 ","48,200 ","49,260 ","48,020 ","23,950,000 ",-1.23%
2018년 01월 10일,"48,840 ","50,500 ","50,520 ","48,640 ","18,530,000 ",-3.10%
2018년 01월 09일,"50,400 ","51,460 ","51,720 ","49,980 ","17,830,000 ",-3.11%
2018년 01월 08일,"52,020 ","52,400 ","52,520 ","51,500 ","8,360,000 ",-0.19%
2018년 01월 05일,"52,120 ","51,300 ","52,120 ","51,200 ","9,330,000 ",2.04%
2018년 01월 04일,"51,080 ","52,120 ","52,180 ","50,640 ","11,640,000 ",-1.05%
2018년 01월 03일,"51,620 ","52,540 ","52,560 ","51,420 ","9,920,000 ",1.18%
2018년 01월 02일,"51,020 ","51,380 ","51,400 ","50,780 ","8,460,000 ",0.12%
2017년 12월 28일,"50,960 ","49,560 ","50,960 ","49,500 ","8,880,000 ",3.24%
2017년 12월 27일,"49,360 ","48,960 ","49,560 ","48,460 ","10,710,000 ",2.41%
2017년 12월 26일,"48,200 ","49,760 ","50,100 ","48,200 ","15,910,000 ",-3.02%
2017년 12월 22일,"49,700 ","49,400 ","49,960 ","49,240 ","11,170,000 ",1.14%
2017년 12월 21일,"49,140 ","51,000 ","51,060 ","49,100 ","15,310,000 ",-3.42%
2017년 12월 20일,"50,880 ","51,500 ","51,760 ","50,820 ","10,070,000 ",-1.32%
2017년 12월 19일,"51,560 ","51,540 ","52,080 ","51,520 ","10,510,000 ",0.70%
2017년 12월 18일,"51,200 ","50,620 ","51,240 ","50,620 ","7,190,000 ",1.15%
2017년 12월 15일,"50,620 ","51,240 ","51,480 ","50,520 ","14,850,000 ",-0.86%
2017년 12월 14일,"51,060 ","51,320 ","52,280 ","51,060 ","19,980,000 ",-0.51%
2017년 12월 13일,"51,320 ","52,100 ","52,100 ","51,100 ","11,080,000 ",-1.50%
2017년 12월 12일,"52,100 ","51,820 ","52,100 ","51,660 ","8,050,000 ",0.62%
2017년 12월 11일,"51,780 ","52,000 ","52,040 ","51,500 ","8,000,000 ",-0.42%
2017년 12월 08일,"52,000 ","51,360 ","52,000 ","51,040 ","10,660,000 ",2.48%
2017년 12월 07일,"50,740 ","50,040 ","50,980 ","50,020 ","11,030,000 ",1.44%
2017년 12월 06일,"50,020 ","51,260 ","51,560 ","50,020 ","10,830,000 ",-2.42%
2017년 12월 05일,"51,260 ","50,600 ","51,300 ","50,280 ","9,200,000 ",-0.16%
2017년 12월 04일,"51,340 ","50,840 ","51,340 ","50,020 ","13,620,000 ",0.98%
2017년 12월 01일,"50,840 ","50,800 ","51,780 ","50,800 ","12,460,000 ",0.08%
2017년 11월 30일,"50,800 ","50,800 ","51,860 ","50,200 ","28,090,000 ",-3.42%
2017년 11월 29일,"52,600 ","53,200 ","53,240 ","52,500 ","9,580,000 ",-1.28%
2017년 11월 28일,"53,280 ","52,700 ","53,280 ","51,720 ","13,390,000 ",1.22%
2017년 11월 27일,"52,640 ","55,360 ","55,360 ","52,640 ","18,090,000 ",-5.08%
2017년 11월 24일,"55,460 ","55,300 ","55,500 ","55,180 ","4,420,000 ",0.29%
2017년 11월 23일,"55,300 ","55,960 ","55,980 ","55,020 ","6,210,000 ",-1.18%
2017년 11월 22일,"55,960 ","55,980 ","56,200 ","55,620 ","7,890,000 ",1.23%
2017년 11월 21일,"55,280 ","55,400 ","55,840 ","55,280 ","9,920,000 ",0.14%
2017년 11월 20일,"55,200 ","55,900 ","55,980 ","55,200 ","9,450,000 ",-1.11%
2017년 11월 17일,"55,820 ","56,400 ","56,880 ","55,820 ","10,370,000 ",0.07%
2017년 11월 16일,"55,780 ","55,440 ","56,000 ","55,400 ","7,620,000 ",0.80%
2017년 11월 15일,"55,340 ","55,920 ","56,320 ","55,320 ","8,750,000 ",-1.04%
2017년 11월 14일,"55,920 ","56,380 ","56,740 ","55,920 ","6,720,000 ",-0.82%
2017년 11월 13일,"56,380 ","56,400 ","56,800 ","56,100 ","7,470,000 ",-0.04%
2017년 11월 10일,"56,400 ","55,800 ","56,540 ","55,780 ","6,640,000 ",0.11%
2017년 11월 09일,"56,340 ","56,920 ","56,920 ","55,900 ","11,990,000 ",-0.74%
2017년 11월 08일,"56,760 ","56,100 ","57,060 ","55,860 ","8,360,000 ",1.18%
2017년 11월 07일,"56,100 ","56,380 ","56,920 ","55,860 ","7,460,000 ",-0.50%
2017년 11월 06일,"56,380 ","56,380 ","56,500 ","55,340 ","8,960,000 ",0.00%
2017년 11월 03일,"56,380 ","57,060 ","57,140 ","55,860 ","9,930,000 ",-1.19%
2017년 11월 02일,"57,060 ","57,500 ","57,520 ","56,760 ","10,180,000 ",-0.28%
2017년 11월 01일,"57,220 ","57,500 ","57,500 ","56,180 ","14,280,000 ",3.89%
2017년 10월 31일,"55,080 ","54,060 ","55,440 ","53,500 ","13,300,000 ",1.92%
2017년 10월 30일,"54,040 ","53,780 ","54,320 ","53,700 ","8,190,000 ",1.81%
2017년 10월 27일,"53,080 ","52,400 ","53,320 ","52,140 ","7,390,000 ",1.30%
2017년 10월 26일,"52,400 ","53,720 ","53,900 ","52,400 ","9,760,000 ",-2.78%
2017년 10월 25일,"53,900 ","54,040 ","54,420 ","53,700 ","5,870,000 ",-0.26%
2017년 10월 24일,"54,040 ","54,700 ","54,780 ","54,040 ","5,750,000 ",-0.48%
2017년 10월 23일,"54,300 ","54,600 ","54,640 ","54,000 ","8,300,000 ",0.85%
2017년 10월 20일,"53,840 ","52,800 ","54,100 ","52,800 ","7,860,000 ",1.62%
2017년 10월 19일,"52,980 ","54,700 ","54,700 ","52,980 ","11,970,000 ",-3.25%
2017년 10월 18일,"54,760 ","54,820 ","55,240 ","54,040 ","10,030,000 ",-0.07%
2017년 10월 17일,"54,800 ","54,020 ","55,380 ","54,000 ","10,570,000 ",1.63%
2017년 10월 16일,"53,920 ","53,980 ","54,860 ","53,760 ","8,960,000 ",-0.15%
2017년 10월 13일,"54,000 ","54,540 ","54,840 ","53,780 ","12,520,000 ",-1.46%
2017년 10월 12일,"54,800 ","54,840 ","55,160 ","54,100 ","13,730,000 ",0.29%
2017년 10월 11일,"54,640 ","53,600 ","54,760 ","53,340 ","12,900,000 ",3.48%
2017년 09월 29일,"51,280 ","51,180 ","51,620 ","50,840 ","11,680,000 ",0.04%
2017년 09월 28일,"51,260 ","52,260 ","52,460 ","51,260 ","12,010,000 ",-0.81%
2017년 09월 27일,"51,680 ","52,000 ","52,200 ","51,500 ","9,990,000 ",0.04%
2017년 09월 26일,"51,660 ","53,020 ","53,120 ","51,560 ","15,730,000 ",-3.66%
2017년 09월 25일,"53,620 ","53,000 ","53,680 ","53,000 ","8,780,000 ",1.17%
2017년 09월 22일,"53,000 ","52,960 ","53,600 ","52,460 ","13,870,000 ",0.38%
2017년 09월 21일,"52,800 ","52,220 ","52,960 ","52,220 ","8,300,000 ",1.11%
2017년 09월 20일,"52,220 ","52,120 ","52,500 ","51,840 ","9,120,000 ",0.19%
2017년 09월 19일,"52,120 ","52,500 ","52,640 ","51,780 ","9,750,000 ",-0.69%
2017년 09월 18일,"52,480 ","50,540 ","52,480 ","50,520 ","11,270,000 ",4.13%
2017년 09월 15일,"50,400 ","50,300 ","50,560 ","49,860 ","10,550,000 ",0.20%
2017년 09월 14일,"50,300 ","50,060 ","50,320 ","49,760 ","14,060,000 ",1.37%
2017년 09월 13일,"49,620 ","49,820 ","50,400 ","49,440 ","9,330,000 ",0.04%
2017년 09월 12일,"49,600 ","50,200 ","50,220 ","49,140 ","11,440,000 ",-0.40%
2017년 09월 11일,"49,800 ","49,700 ","50,180 ","49,500 ","9,800,000 ",1.47%
2017년 09월 08일,"49,080 ","48,700 ","49,180 ","48,580 ","10,840,000 ",2.00%
2017년 09월 07일,"48,120 ","47,000 ","48,220 ","47,000 ","9,640,000 ",2.38%
2017년 09월 06일,"47,000 ","46,760 ","47,180 ","46,700 ","10,270,000 ",0.51%
2017년 09월 05일,"46,760 ","46,240 ","46,900 ","45,960 ","9,680,000 ",1.56%
2017년 09월 04일,"46,040 ","45,780 ","46,360 ","45,500 ","7,880,000 ",-0.95%
2017년 09월 01일,"46,480 ","46,460 ","46,640 ","46,300 ","9,260,000 ",0.35%
2017년 08월 31일,"46,320 ","46,220 ","46,640 ","46,000 ","10,080,000 ",0.26%
2017년 08월 30일,"46,200 ","46,380 ","46,400 ","45,960 ","7,240,000 ",0.26%
2017년 08월 29일,"46,080 ","45,640 ","46,080 ","45,160 ","12,590,000 ",-0.04%
2017년 08월 28일,"46,100 ","47,020 ","47,240 ","45,960 ","9,960,000 ",-1.96%
2017년 08월 25일,"47,020 ","47,880 ","47,880 ","46,720 ","10,800,000 ",-1.05%
2017년 08월 24일,"47,520 ","47,520 ","47,660 ","47,340 ","8,490,000 ",0.08%
2017년 08월 23일,"47,480 ","47,780 ","47,780 ","47,180 ","7,680,000 ",1.02%
2017년 08월 22일,"47,000 ","46,820 ","47,160 ","46,700 ","6,480,000 ",0.34%
2017년 08월 21일,"46,840 ","47,240 ","47,240 ","46,580 ","4,900,000 ",-0.13%
2017년 08월 18일,"46,900 ","46,760 ","47,240 ","46,240 ","10,000,000 ",-0.30%
2017년 08월 17일,"47,040 ","46,960 ","47,300 ","46,740 ","12,110,000 ",1.82%
2017년 08월 16일,"46,200 ","46,220 ","46,380 ","46,000 ","21,880,000 ",2.67%
2017년 08월 14일,"45,000 ","45,120 ","45,400 ","44,720 ","18,780,000 ",0.85%
2017년 08월 11일,"44,620 ","45,120 ","45,300 ","44,220 ","24,820,000 ",-2.79%
2017년 08월 10일,"45,900 ","46,200 ","46,320 ","45,460 ","22,830,000 ",-0.82%
2017년 08월 09일,"46,280 ","47,400 ","47,400 ","46,240 ","14,530,000 ",-3.02%
2017년 08월 08일,"47,720 ","47,980 ","48,260 ","47,480 ","7,930,000 ",0.29%
2017년 08월 07일,"47,580 ","47,500 ","48,080 ","47,440 ","7,120,000 ",-0.25%
2017년 08월 04일,"47,700 ","48,160 ","48,180 ","47,500 ","8,360,000 ",-0.17%
2017년 08월 03일,"47,780 ","49,000 ","49,000 ","47,120 ","15,510,000 ",-2.49%
2017년 08월 02일,"49,000 ","49,200 ","49,340 ","48,600 ","7,590,000 ",0.82%
2017년 08월 01일,"48,600 ","48,000 ","48,840 ","47,540 ","11,220,000 ",0.83%
2017년 07월 31일,"48,200 ","47,420 ","48,240 ","46,920 ","12,650,000 ",0.92%
2017년 07월 28일,"47,760 ","49,800 ","49,800 ","47,380 ","25,540,000 ",-4.10%
2017년 07월 27일,"49,800 ","50,000 ","50,640 ","49,560 ","11,430,000 ",-0.08%
2017년 07월 26일,"49,840 ","49,600 ","50,020 ","49,300 ","10,930,000 ",-0.32%
2017년 07월 25일,"50,000 ","50,500 ","50,760 ","49,940 ","10,130,000 ",-1.69%
2017년 07월 24일,"50,860 ","50,700 ","51,000 ","50,620 ","7,090,000 ",-0.43%
2017년 07월 21일,"51,080 ","50,860 ","51,160 ","50,520 ","8,430,000 ",-0.23%
2017년 07월 20일,"51,200 ","50,760 ","51,320 ","50,560 ","8,350,000 ",0.91%
2017년 07월 19일,"50,740 ","50,620 ","50,820 ","50,000 ","11,160,000 ",-0.20%
2017년 07월 18일,"50,840 ","50,420 ","50,880 ","50,360 ","6,660,000 ",0.39%
2017년 07월 17일,"50,640 ","50,900 ","51,020 ","50,520 ","7,860,000 ",0.32%
2017년 07월 14일,"50,480 ","51,000 ","51,080 ","50,420 ","7,980,000 ",-0.16%
2017년 07월 13일,"50,560 ","50,080 ","50,940 ","50,040 ","15,630,000 ",1.36%
2017년 07월 12일,"49,880 ","49,000 ","50,000 ","48,840 ","9,470,000 ",1.80%
2017년 07월 11일,"49,000 ","48,640 ","49,000 ","48,280 ","9,590,000 ",0.70%
2017년 07월 10일,"48,660 ","48,500 ","48,900 ","48,320 ","10,600,000 ",1.67%
